Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
sc	sc3083	FPR4	YLR449W	K01802	GO:0042393|GO:0005527|GO:0003755|GO:0016853
hs	hs20810	FKBP1A	ENSG00000088832|ENSG00000198225	K09568	GO:0034713|GO:0046332|GO:0003755|GO:0016853|GO:0005160|GO:0005024|GO:0004871|GO:0005528|GO:0005515|GO:0005527|GO:0048185|GO:0005219

#Cluster id: 341
#Entropy: 0.0
#Isologs:
ce	ce9399	Q9U2X0_CAEEL	Y113G7B.17	K00599	GO:0008168|GO:0008276
dm	dm7516	Art1	FBgn0037834	K00599	GO:0016274|GO:0042054|GO:0035241|GO:0035242
mm	mm10141	Prmt8	ENSMUSG00000030350	K00599	GO:0008168|GO:0016740|GO:0008276
sc	sc3439	HMT1	YBR034C	K00599	GO:0008168|GO:0016740|GO:0008276|GO:0035241|GO:0035242
hs	hs12543	PRMT8	ENSG00000111218	K00599	GO:0005515|GO:0008757|GO:0008469|GO:0016740|GO:0008276|GO:0035241|GO:0035242|GO:0046982|GO:0042802|GO:0042803

#Cluster id: 462
#Entropy: 2.0
#Isologs:
dm	dm636	BubR1	FBgn0025458	K08286	GO:0004674|GO:0005524|GO:0004672
dm	dm1277	Bub1	FBgn0031696	K02178	GO:0004674|GO:0005524|GO:0004672
mm	mm1629	Bub1b	ENSMUSG00000040084		GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
sc	sc2146	MAD3	YJL013C	K06680	
hs	hs1941	BUB1B	ENSG00000156970	K06637	GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524

#Cluster id: 593
#Entropy: 0.0
#Isologs:
mm	mm1609	Bub1	ENSMUSG00000027379		GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
sc	sc479	BUB1	YGR188C	K02178	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524
hs	hs1806	BUB1	ENSG00000169679	K02178	GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524

#Cluster id: 644
#Entropy: 0.0
#Isologs:
ce	ce6495	rpn-6	F57B9.10		
ce	ce5792	YMJ5_CAEEL	F59B2.5	K03036	
dm	dm6585				
dm	dm6317	Rpn6	FBgn0028689		GO:0004175
mm	mm9317	Psmd11	ENSMUSG00000017428	K03036	
mm	mm9537				
sc	sc2745	RPN6	YDL097C	K03036	GO:0005198
hs	hs9893	PSMD11	ENSG00000108671|O00231		GO:0005515

#Cluster id: 667
#Entropy: 1.0
#Isologs:
ce	ce16086	O61219_CAEEL	K07H8.3		GO:0008080
dm	dm11294	Ard1	FBgn0036064	K00670	GO:0004596
mm	mm17116	AC131065.2	ENSMUSG00000024571		
mm	mm20806				
sc	sc4452	ARD1	YHR013C		GO:0016740|GO:0008415|GO:0008080|GO:0004596
hs	hs16113	ARD1A	ENSG00000102030	K00680	

#Cluster id: 677
#Entropy: 0.0
#Isologs:
dm	dm7002	CG42369	FBgn0259715		
sc	sc4257	BUD32	YGR262C		GO:0016773|GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004713|GO:0004672|GO:0005524
sc	sc5694	GON7	YJL184W		GO:0031490
hs	hs5293	GP1BA	ENSG00000185245	K06261	GO:0015057|GO:0005515

#Cluster id: 882
#Entropy: 0.0
#Isologs:
ce	ce16726	MED31_CAEEL	F32H2.2		GO:0016455
dm	dm11099	MED31	FBgn0037262		GO:0003702|GO:0003713|GO:0016455
mm	mm20896	Med31	ENSMUSG00000020801		GO:0032403|GO:0005515|GO:0016455
sc	sc5620	SOH1	YGL127C		GO:0016455
hs	hs19919	MED31	ENSG00000108590|NP_057144.1		GO:0005515|GO:0016455

#Cluster id: 885
#Entropy: 0.0
#Isologs:
ce	ce15713	DENR_CAEEL	Y47D3A.21		GO:0003743
dm	dm11454	CG9099	FBgn0030802		GO:0003743
mm	mm18008	Denr	ENSMUSG00000023106		GO:0003743
sc	sc4866	TMA22	YJR014W		GO:0003723|GO:0003743
hs	hs15857		AAC02985.2		

#Cluster id: 919
#Entropy: 0.0
#Isologs:
ce	ce1209	rpn-2	C23G10.4	K03032	GO:0030234|GO:0005488
ce	ce2829				
dm	dm1499	Rpn2	FBgn0028692	K03032	GO:0030234|GO:0004175|GO:0005488
mm	mm2754	Psmd1	ENSMUSG00000026229	K03032	GO:0030234|GO:0005488
sc	sc578	RPN2	YIL075C	K03032	GO:0030234|GO:0030674|GO:0004175|GO:0005488
hs	hs2420	PSMD1	ENSG00000173692	K03032	GO:0030234|GO:0005515

#Cluster id: 925
#Entropy: 0.0
#Isologs:
ce	ce17972	pfd-6	F21C3.5	K04798	GO:0051082
dm	dm12930	CG7770	FBgn0036918	K04798	GO:0051087|GO:0051082
mm	mm21096	H2-Ke2	ENSMUSG00000024309	K04798	GO:0051082|GO:0005515
mm	mm21311				
sc	sc5868	YKE2	YLR200W	K04798	GO:0015631|GO:0051082
hs	hs19996		ENSG00000112489		

#Cluster id: 950
#Entropy: 0.0
#Isologs:
ce	ce15342	Q86S73_CAEEL	Y110A2AM.3	K04554	GO:0019787
ce	ce14781	ubc-15	Y110A2AR.2	K04554	GO:0019787
dm	dm9338	CG5823	FBgn0038515	K04554	GO:0004842
mm	mm15632	AC163646.1	ENSMUSG00000058581		
mm	mm15127	Ube2j2	ENSMUSG00000023286	K04554	
sc	sc4343	UBC6	YER100W	K04554	GO:0019787|GO:0016874|GO:0004842|GO:0005524|GO:0000166
hs	hs14741	UBE2J2	ENSG00000160087	K04554	GO:0004842|GO:0016874|GO:0005524|GO:0000166

#Cluster id: 961
#Entropy: 0.0
#Isologs:
ce	ce1019	RRP44_CAEEL	C04G2.6	K01149	GO:0043565|GO:0004540|GO:0003723|GO:0030528|GO:0009055
dm	dm1621	Dis3	FBgn0039183	K01149	GO:0003723|GO:0000175
mm	mm2598	Dis3	ENSMUSG00000033166	K01149	GO:0004518|GO:0016787|GO:0004527|GO:0004540|GO:0003723
sc	sc498	DIS3	YOL021C	K01149	GO:0016787|GO:0000049|GO:0004518|GO:0004527|GO:0004540|GO:0004521|GO:0000175|GO:0003723
sc	sc243	SSD1	YDR293C		GO:0008408|GO:0016796|GO:0004518|GO:0004527|GO:0004540|GO:0004532|GO:0016788|GO:0016896|GO:0003723|GO:0003729
hs	hs2390	DIS3	ENSG00000083520		GO:0016787|GO:0016219|GO:0004527|GO:0004540|GO:0003723|GO:0005515

#Cluster id: 1003
#Entropy: 1.37878
#Isologs:
ce	ce3163	Q17475_CAEEL	B0334.3		GO:0003824|GO:0030976|GO:0000287
dm	dm4340	CG11208	FBgn0034488	K01577	GO:0008949|GO:0000287|GO:0030976
mm	mm5763	Hacl1	ENSMUSG00000021884	K01671	GO:0030976|GO:0016829|GO:0000287|GO:0016830|GO:0003824|GO:0046872
sc	sc1865	YEL020C	YEL020C		GO:0030976|GO:0016829|GO:0000287|GO:0016831|GO:0003824|GO:0016740
sc	sc1844	PDC5	YLR134W	K01568	GO:0000287|GO:0016829|GO:0030976|GO:0016831|GO:0004737|GO:0003824|GO:0016740|GO:0046872
sc	sc1845	PDC1	YLR044C	K01568	GO:0030976|GO:0016829|GO:0000287|GO:0016831|GO:0004737|GO:0003824|GO:0016740|GO:0046872
sc	sc1842	PDC6	YGR087C	K01568	GO:0030976|GO:0016829|GO:0000287|GO:0016831|GO:0004737|GO:0003824|GO:0016740|GO:0046872
sc	sc1590	THI3	YDL080C	K01568	GO:0030976|GO:0016829|GO:0000287|GO:0016831|GO:0003824|GO:0046872
hs	hs6245	HACL1	ENSG00000131373	K01671	GO:0000287|GO:0016830|GO:0030976|GO:0042802

#Cluster id: 1069
#Entropy: 0.591673
#Isologs:
ce	ce5161	umps-1	T07C4.1	K00762|K01591	GO:0004590|GO:0003824|GO:0004588
ce	ce14492	O61790_CAEEL	R12E2.11	K00762	GO:0004588
dm	dm5448	r-l	FBgn0003257	K00762|K01591	GO:0004590|GO:0004588
mm	mm7809	Umps	ENSMUSG00000022814	K00762|K01591	GO:0016829|GO:0016831|GO:0003824|GO:0016740|GO:0016757|GO:0004588|GO:0004590
sc	sc4214	URA3	YEL021W	K01591	GO:0004590|GO:0003824|GO:0016829|GO:0016831
sc	sc4561	URA5	YML106W	K00762	GO:0016740|GO:0016757|GO:0004588
sc	sc4554	URA10	YMR271C	K00762	GO:0016740|GO:0016757|GO:0004588
hs	hs8382	UMPS	ENSG00000114491|NP_000364.1		GO:0004590|GO:0016829|GO:0016757|GO:0004588

#Cluster id: 1117
#Entropy: 0.721928
#Isologs:
ce	ce2990	egl-3	C51E3.7	K01360	GO:0004252
ce	ce4417	aex-5	F32A7.6		GO:0004252
dm	dm3444	amon	FBgn0023179	K01360	GO:0004252|GO:0008233
mm	mm4939	Pcsk2	ENSMUSG00000027419	K01360	GO:0016787|GO:0004175|GO:0004252|GO:0032403|GO:0008233|GO:0008236
sc	sc859	KEX2	YNL238W	K01341	GO:0008236|GO:0004252|GO:0008233|GO:0046872|GO:0016787
hs	hs5311	PCSK2	ENSG00000125851	K01360	GO:0032403|GO:0004252|GO:0008233|GO:0005515

#Cluster id: 1232
#Entropy: 0.0
#Isologs:
ce	ce17973	pfd-4	B0035.4	K09550	GO:0051082
dm	dm12648	CG10635	FBgn0035603	K09550	GO:0051087|GO:0051082
mm	mm23221	Pfdn4	ENSMUSG00000052033	K09550	
sc	sc5590	GIM3	YNL153C	K09550	GO:0015631|GO:0051082
hs	hs19778	PFDN4	ENSG00000101132	K09550	GO:0051087|GO:0051082

#Cluster id: 1328
#Entropy: 0.0
#Isologs:
ce	ce5326	usp-14	C13B4.2	K01072	GO:0004221
dm	dm5738	CG5384	FBgn0032216	K01072	GO:0004221
mm	mm7524	Usp14	ENSMUSG00000047879		GO:0016787|GO:0008233|GO:0008234|GO:0004221
sc	sc2267	UBP6	YFR010W	K01072	GO:0016787|GO:0008233|GO:0004843|GO:0008234|GO:0004221
hs	hs8033	USP14	ENSG00000101557	K01072	GO:0070628|GO:0004221|GO:0004197|GO:0005515|GO:0008233|GO:0008193|GO:0004843

#Cluster id: 1372
#Entropy: 0.0
#Isologs:
ce	ce9388	Q2L6W0_CAEEL	R08C7.2		
ce	ce8853	Q19635_CAEEL	F20C5.4		
ce	ce9222	Q23151_CAEEL	W03G11.2		
dm	dm7862	CG9947	FBgn0030752		
mm	mm11047	Tmem30a	ENSMUSG00000032328		
sc	sc3090	CDC50	YCR094W		GO:0004012
sc	sc3066	YNR048W	YNR048W		GO:0004012
sc	sc2899	LEM3	YNL323W		GO:0004012
hs	hs11611	TMEM30A	ENSG00000112697		

#Cluster id: 1453
#Entropy: 0.0
#Isologs:
ce	ce5113	dbr-1	C55B7.8		GO:0016787|GO:0016788
dm	dm4792	ldbr	FBgn0035838		GO:0008419
mm	mm6316	Dbr1	ENSMUSG00000032469		GO:0008419|GO:0016787|GO:0046872|GO:0016788
sc	sc2966	DBR1	YKL149C	K01175	GO:0008419|GO:0016787|GO:0016788
hs	hs6865	DBR1	ENSG00000138231		GO:0008419|GO:0046872|GO:0016788

#Cluster id: 1527
#Entropy: 1.52193
#Isologs:
ce	ce14859	ubh-1	F46E10.8		GO:0004221
ce	ce14496	Q965V9_CAEEL	Y40G12A.1		GO:0004221
ce	ce13787	Q8MNY0_CAEEL	Y40G12A.2		GO:0004221
dm	dm10578	Uch	FBgn0010288	K01309	GO:0004221
mm	mm16561	Uchl4	ENSMUSG00000035337	K05609	GO:0016787|GO:0008233|GO:0008234|GO:0004221
mm	mm16968	Uchl1	ENSMUSG00000029223	K05611	GO:0016787|GO:0004221|GO:0043130|GO:0008233|GO:0016874|GO:0008234
sc	sc4478	YUH1	YJR099W	K01309	GO:0016787|GO:0008233|GO:0008234|GO:0004843|GO:0004221
hs	hs16278	UCHL3	ENSG00000118939	K05609	GO:0008233|GO:0008234|GO:0005515|GO:0004221

#Cluster id: 1712
#Entropy: 0.0
#Isologs:
ce	ce7813	Q9N5B3_CAEEL	W08E12.7		
dm	dm7212	CG10576	FBgn0035630	K01265	GO:0004177
mm	mm10145	Pa2g4	ENSMUSG00000025364		GO:0003700|GO:0003723|GO:0003677
mm	mm18197				
sc	sc1659	ARX1	YDR101C		GO:0016787|GO:0008233|GO:0046872|GO:0008237
hs	hs10668	PA2G4	ENSG00000170515		GO:0003700|GO:0031625|GO:0003723|GO:0005515|GO:0003677

#Cluster id: 1767
#Entropy: 0.0
#Isologs:
ce	ce5047	Q8MM76_CAEEL	F15C11.2		
dm	dm4593	Ubqn	FBgn0031057		
mm	mm5747	Ubqln1	ENSMUSG00000005312	K04523	GO:0005102|GO:0019215
sc	sc3238	DSK2	YMR276W		GO:0030674|GO:0031386
hs	hs6050	UBQLN1	ENSG00000135018	K04523	GO:0019900|GO:0005515

#Cluster id: 1857
#Entropy: 0.918296
#Isologs:
mm	mm8479	Fkbp5	ENSMUSG00000024222	K09571	GO:0003755|GO:0016853|GO:0005515|GO:0005488
sc	sc2929	FPR3	YML074C	K01802	GO:0005527|GO:0003755|GO:0016853
hs	hs8989	FKBP5	ENSG00000096060	K09571	GO:0031072|GO:0005528|GO:0003755|GO:0016853|GO:0005515

#Cluster id: 1899
#Entropy: 0.970951
#Isologs:
ce	ce3202	Q5DX50_CAEEL	K02F3.12	K10899	GO:0016787|GO:0008026|GO:0004386|GO:0003676|GO:0003677|GO:0005524
ce	ce1135	him-6	T04A11.6	K10901	GO:0003676|GO:0008026|GO:0019899|GO:0004386|GO:0043140|GO:0005524
dm	dm603	mus309	FBgn0002906	K10901	GO:0008094|GO:0000739|GO:0000403|GO:0004003|GO:0004386|GO:0043140|GO:0003678|GO:0005524
mm	mm4798	Recql	ENSMUSG00000030243		GO:0016787|GO:0043140|GO:0008026|GO:0000166|GO:0003676|GO:0003677|GO:0004386|GO:0005524
sc	sc157	SGS1	YMR190C	K10901	GO:0016787|GO:0043140|GO:0008026|GO:0004003|GO:0004386|GO:0003824|GO:0003676|GO:0000166|GO:0005524
hs	hs5165	RECQL	ENSG00000004700	K10899	GO:0016787|GO:0005515|GO:0004003|GO:0000166|GO:0043140|GO:0003677|GO:0003678|GO:0005524|GO:0000739

#Cluster id: 1998
#Entropy: 0.0
#Isologs:
ce	ce742	YKD1_CAEEL	B0464.2		GO:0005488
dm	dm1158	CG2469	FBgn0035205		GO:0005488
dm	dm1866	CG9899	FBgn0034829		GO:0005488
mm	mm1219	Ctr9	ENSMUSG00000005609		GO:0042169|GO:0005488|GO:0005515
sc	sc404	CTR9	YOL145C		GO:0016944|GO:0045142|GO:0005488|GO:0003677
hs	hs1420	CTR9	ENSG00000198730		GO:0042169|GO:0005515

#Cluster id: 2085
#Entropy: 1.0
#Isologs:
ce	ce1092	spk-1	B0464.5		GO:0004674|GO:0005524|GO:0004672
dm	dm2344	CG11489	FBgn0025702		GO:0004674|GO:0005524|GO:0004672
dm	dm2466	CG8565	FBgn0030697		GO:0004674|GO:0005524|GO:0004672
mm	mm6023	Srpk3	ENSMUSG00000002007	K08832	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
sc	sc1062	SKY1	YMR216C	K08831	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
hs	hs7074	SRPK3	ENSG00000184343		GO:0004674|GO:0016740|GO:0005524|GO:0000166

#Cluster id: 2102
#Entropy: 0.0
#Isologs:
ce	ce14058	xpa-1	K07G5.2	K10847	GO:0003684
dm	dm9082	Xpac	FBgn0004832	K10847	GO:0003684|GO:0000166
mm	mm14903	Xpa	ENSMUSG00000028329	K10847	GO:0046872|GO:0003677|GO:0003684|GO:0000166
sc	sc3251	RAD14	YMR201C	K10847	GO:0000166|GO:0046872|GO:0008270|GO:0003684|GO:0003677
hs	hs14804	XPA	ENSG00000136936	K10847	GO:0000166|GO:0019904|GO:0005515|GO:0046872|GO:0003684|GO:0042803

#Cluster id: 2310
#Entropy: 0.0
#Isologs:
ce	ce2911	Q86D04_CAEEL	M199.5		
mm	mm9810				
sc	sc2956	SRP40	YKR092C		
hs	hs5948		ENSG00000198076		

#Cluster id: 2315
#Entropy: 0.0
#Isologs:
ce	ce1578	zfp-1	F54F2.2		GO:0003682|GO:0008270|GO:0005515
dm	dm831				
mm	mm1525	Mllt6	ENSMUSG00000038437		GO:0046872
sc	sc1043	NTO1	YPR031W		GO:0004402|GO:0046872|GO:0035064|GO:0008270
sc	sc177	SNT2	YGL131C		GO:0046872|GO:0008270|GO:0003677
hs	hs1771	MLLT6	ENSG00000108292		GO:0046872|GO:0008270|GO:0005515

#Cluster id: 2320
#Entropy: 0.0
#Isologs:
mm	mm2383	Chd1l	ENSMUSG00000028089		GO:0016787|GO:0004386|GO:0003676|GO:0003677|GO:0000166|GO:0005524
sc	sc341	ISW1	YBR245C		GO:0016787|GO:0016818|GO:0016887|GO:0042623|GO:0000166|GO:0031491|GO:0003676|GO:0003677|GO:0004386|GO:0005524
hs	hs2771	CHD1L	ENSG00000131778		GO:0016787|GO:0016887|GO:0004003|GO:0004386|GO:0005515|GO:0003677|GO:0000166|GO:0005524

#Cluster id: 2346
#Entropy: 0.0
#Isologs:
ce	ce2749	pif-1	Y18H1A.6		GO:0016887|GO:0005524
ce	ce683				
ce	ce469	O44843_CAEEL	F33H12.6		
ce	ce465	Q9N4X4_CAEEL	Y46B2A.2		
ce	ce373	O17306_CAEEL	ZK250.9		
ce	ce353	Q9N5Q7_CAEEL	F59H6.5		
ce	ce441	A3KFC9_CAEEL	Y27F2A.5		
dm	dm3361	CG3238	FBgn0031540		
mm	mm4773	Pif1	ENSMUSG00000041064		GO:0000166|GO:0016787|GO:0003677|GO:0005524|GO:0004386
sc	sc1114	RRM3	YHR031C		GO:0016787|GO:0004003|GO:0017111|GO:0004386|GO:0003678|GO:0000166|GO:0005524
sc	sc751	PIF1	YML061C		GO:0016787|GO:0004386|GO:0003677|GO:0003678|GO:0000166|GO:0010521|GO:0005524
hs	hs11239	PIF1	ENSG00000140451		GO:0016787|GO:0042162|GO:0017116|GO:0000287|GO:0033682|GO:0004386|GO:0043141|GO:0000166|GO:0003677|GO:0005524

#Cluster id: 2711
#Entropy: 0.0
#Isologs:
ce	ce7952	Q93375_CAEEL	C44H4.5		GO:0019901|GO:0003824
dm	dm5459	CG8223	FBgn0037624		
dm	dm10314	squ	FBgn0002652		
mm	mm3377	Nasp	ENSMUSG00000028693		GO:0042393|GO:0051879|GO:0005515
sc	sc3268	CTF19	YPL018W		GO:0005200|GO:0005515
hs	hs3588	NASP	ENSG00000132780|NP_002473.2		GO:0051879|GO:0005515

#Cluster id: 3017
#Entropy: 0.0
#Isologs:
ce	ce18543	msh-4	T02G5.6		GO:0005524|GO:0030983
mm	mm1465	Msh3	ENSMUSG00000014850	K08736	GO:0000166|GO:0003677|GO:0030983|GO:0019237|GO:0003684|GO:0005524
sc	sc438	MSH3	YCR092C	K08736	GO:0000403|GO:0000400|GO:0000406|GO:0000404|GO:0030554|GO:0000166|GO:0032559|GO:0005524|GO:0016887|GO:0003677|GO:0032137|GO:0032135|GO:0030983|GO:0001883|GO:0001882
sc	sc554	MSH1	YHR120W		GO:0008094|GO:0030983|GO:0032139|GO:0003677|GO:0032137|GO:0000166|GO:0005524
hs	hs1611	MSH3	ENSG00000113318	K08736	GO:0032357|GO:0030983|GO:0005515|GO:0003684|GO:0032142|GO:0019899|GO:0000166|GO:0032139|GO:0032137|GO:0032181|GO:0019237|GO:0003697|GO:0005524|GO:0042803

#Cluster id: 3060
#Entropy: 0.0
#Isologs:
ce	ce5968	sand-1	F41H10.11		GO:0005515
dm	dm4874	CG11926	FBgn0031640		
mm	mm6185	Mon1a	ENSMUSG00000032583		
sc	sc1410	MON1	YGL124C		
hs	hs6667	MON1A	ENSG00000164077		

#Cluster id: 3256
#Entropy: 0.0
#Isologs:
ce	ce6741	O18188_CAEEL	W09G3.2		
dm	dm7145	CG31357	FBgn0051357		
mm	mm10093				
sc	sc2141	FYV10	YIL097W		
hs	hs10601	MAEA	ENSG00000090316		GO:0003779

#Cluster id: 3324
#Entropy: 0.0
#Isologs:
ce	ce13728				
ce	ce4956	Q09633_CAEEL	ZK1290.6		GO:0004523|GO:0003676
ce	ce16991	rnh-1.0	F59A6.6	K03469	GO:0000287|GO:0004523|GO:0003676
ce	ce3020	Q21439_CAEEL	K12D12.5		
dm	dm8341	rnh1	FBgn0023171	K03469	GO:0000287|GO:0004523|GO:0003676
mm	mm14740	Rnaseh1	ENSMUSG00000020630	K03469	GO:0016787|GO:0004518|GO:0004519|GO:0000287|GO:0004523|GO:0003676|GO:0046872|GO:0042803
sc	sc3443	RNH1	YMR234W	K03469	GO:0016787|GO:0004518|GO:0004519|GO:0000287|GO:0004523|GO:0003676|GO:0046872
hs	hs14434	RNASEH1	ENSG00000171865	K03469	GO:0016787|GO:0000287|GO:0004519|GO:0004540|GO:0004523|GO:0003723|GO:0003676|GO:0042803

#Cluster id: 3398
#Entropy: 0.0
#Isologs:
ce	ce14587	P90867_CAEEL	F39H11.1		
dm	dm10306				
