Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
#Entropy: 0.0
#Isologs:
ce	ce1869	top-1	M01E5.5	K03163	GO:0003917|GO:0003918|GO:0003677
dm	dm1659	Top1	FBgn0004924	K03163	GO:0003917|GO:0003916|GO:0003918
mm	mm3427				
sc	sc967	TOP1	YOL006C	K03163	GO:0016853|GO:0000166|GO:0003917|GO:0003916|GO:0003677|GO:0003918|GO:0005524
hs	hs3827	TOP1	ENSG00000198900	K03163	GO:0000166|GO:0003917|GO:0005515|GO:0003677|GO:0003682|GO:0003918|GO:0005524

#Cluster id: 874
#Entropy: 0.918296
#Isologs:
ce	ce12643	lev-11	Y105E8B.1	K09290	GO:0051015
dm	dm9314	Tm2	FBgn0004117		GO:0003779
dm	dm2935	Tm1	FBgn0003721		GO:0003779
mm	mm12087	Jun	ENSMUSG00000052684	K04448	GO:0043565|GO:0003700|GO:0003702|GO:0005515|GO:0003677|GO:0046983|GO:0046982|GO:0003690|GO:0042803
sc	sc5197	TPM2	YIL138C		GO:0003786
hs	hs14461	TPM3	ENSG00000143549	K09290	GO:0003779|GO:0005515

#Cluster id: 1103
#Entropy: 0.0
#Isologs:
ce	ce7543	hlh-2	M05B5.5		GO:0043565|GO:0046982|GO:0030528|GO:0042803
dm	dm2940	da	FBgn0000413	K09063	GO:0043565|GO:0003700|GO:0003704|GO:0030528|GO:0016563|GO:0003677|GO:0046982|GO:0042803
dm	dm650	CG4168	FBgn0028888		GO:0004930|GO:0005515
mm	mm4718				
hs	hs5095	TCF3	ENSG00000071564	K09063	GO:0043565|GO:0003700|GO:0008134|GO:0070644|GO:0010843|GO:0016563|GO:0005515|GO:0003677|GO:0043425|GO:0070888|GO:0046982|GO:0042802|GO:0042803

#Cluster id: 1451
#Entropy: 0.0
#Isologs:
ce	ce11647	TFS2_CAEEL	T24H10.1	K03145	GO:0003676|GO:0003702|GO:0030528|GO:0008270|GO:0005515|GO:0003677|GO:0003746|GO:0003711
mm	mm13972	Tcea1	ENSMUSG00000033813	K03145	GO:0005515|GO:0003702|GO:0003711|GO:0030528|GO:0003676|GO:0003677|GO:0003746|GO:0046872|GO:0008270
hs	hs13954	TCEA1	ENSG00000187735	K03145	GO:0003711|GO:0008270|GO:0005515|GO:0003677|GO:0016251|GO:0003746|GO:0046872

#Cluster id: 1620
#Entropy: 0.0
#Isologs:
ce	ce12609	uaf-2	Y116A8C.35		GO:0000166|GO:0008270|GO:0003676|GO:0003723
ce	ce2335				
dm	dm9743	U2af38	FBgn0017457		GO:0008187|GO:0003729|GO:0008270|GO:0000166
dm	dm6178	CG3294	FBgn0031628		GO:0003723|GO:0003729|GO:0008270|GO:0000166
mm	mm17631				
mm	mm16227				
hs	hs15931	U2AF1	ENSG00000160201		GO:0050733|GO:0000166|GO:0008270|GO:0005515|GO:0046872|GO:0003723

#Cluster id: 1673
#Entropy: 0.0
#Isologs:
dm	dm7635	endoA	FBgn0038659		GO:0042171|GO:0005515
mm	mm10929	Sh3gl1	ENSMUSG00000003200		GO:0008289|GO:0005515
hs	hs11424	SH3GL1	ENSG00000141985|NP_003016.1		GO:0008289|GO:0005515

#Cluster id: 1933
#Entropy: 0.0
#Isologs:
ce	ce14602	O18230_CAEEL	Y57G11C.4	K08493	
dm	dm10518	CG3279	FBgn0035156	K08493	
mm	mm17243	Vti1a	ENSMUSG00000024983	K08493	
sc	sc4653	VTI1	YMR197C	K08493	GO:0005484
hs	hs17225	VTI1A	ENSG00000151532	K08493	GO:0008565|GO:0005484

#Cluster id: 2102
#Entropy: 0.0
#Isologs:
ce	ce14058	xpa-1	K07G5.2	K10847	GO:0003684
dm	dm9082	Xpac	FBgn0004832	K10847	GO:0003684|GO:0000166
mm	mm14903	Xpa	ENSMUSG00000028329	K10847	GO:0046872|GO:0003677|GO:0003684|GO:0000166
sc	sc3251	RAD14	YMR201C	K10847	GO:0000166|GO:0046872|GO:0008270|GO:0003684|GO:0003677
hs	hs14804	XPA	ENSG00000136936	K10847	GO:0000166|GO:0019904|GO:0005515|GO:0046872|GO:0003684|GO:0042803

#Cluster id: 2179
#Entropy: 0.0
#Isologs:
ce	ce14002	Q17922_CAEEL	C12D12.5		GO:0003677
mm	mm8636	Sox3	ENSMUSG00000045179		GO:0003677
hs	hs13212	SOX2	ENSG00000181449	K09267	GO:0035198|GO:0003700|GO:0010843|GO:0005515|GO:0003677|GO:0003682

#Cluster id: 2194
#Entropy: 0.0
#Isologs:
ce	ce3354	par-4	Y59A8B.14	K07298	GO:0004674|GO:0005516|GO:0005524|GO:0004672
dm	dm4356	lkb1	FBgn0038167	K07298	GO:0004674|GO:0005524|GO:0004672
mm	mm8967	Stk11	ENSMUSG00000003068	K07298	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0030275|GO:0032403|GO:0046872|GO:0005524
mm	mm10611				
hs	hs9600	STK11	ENSG00000118046|NP_000446.1		GO:0000287|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0030275|GO:0005524

#Cluster id: 2307
#Entropy: 0.0
#Isologs:
ce	ce691	aspm-1	C45G3.1		GO:0019904|GO:0005516
ce	ce15497	Q20289_CAEEL	F41G3.10		
dm	dm1454	smo	FBgn0003444	K06226	GO:0004930|GO:0008158|GO:0004888|GO:0005515|GO:0004926
hs	hs1482	KIAA1683	ENSG00000130518		

#Cluster id: 2817
#Entropy: 0.0
#Isologs:
dm	dm5830	Su(fu)	FBgn0005355	K06229	GO:0008134
mm	mm7726	Sufu	ENSMUSG00000025231	K06229	GO:0016566|GO:0008134|GO:0005515|GO:0008013
hs	hs8274	SUFU	ENSG00000107882	K06229	GO:0004871|GO:0008134|GO:0003714|GO:0008013|GO:0016566|GO:0005515|GO:0042802

#Cluster id: 4005
#Entropy: 0.0
#Isologs:
ce	ce15526	tab-1	F31E8.3		GO:0003700|GO:0043565|GO:0030528|GO:0003677
dm	dm8884				
dm	dm8226	C15	FBgn0004863		GO:0003700|GO:0043565
mm	mm12173	Tlx1	ENSMUSG00000025215		GO:0003700|GO:0043565|GO:0046982|GO:0030528|GO:0003677
hs	hs12680	TLX1	ENSG00000107807	K09340	GO:0003700|GO:0043565|GO:0046982

#Cluster id: 4607
#Entropy: 0.0
#Isologs:
mm	mm5368	Tcf7l2	ENSMUSG00000024985		GO:0008013|GO:0005515|GO:0003677
sc	sc5004	ABF2	YMR072W		GO:0008301|GO:0003677
hs	hs5596	TCF7L2	ENSG00000148737	K04491	GO:0043565|GO:0003700|GO:0003702|GO:0035257|GO:0045295|GO:0008013|GO:0016566|GO:0005515|GO:0008134|GO:0019901

#Cluster id: 4775
#Entropy: 0.0
#Isologs:
ce	ce828	Q9N4C3_CAEEL	Y76B12C.2	K10838	GO:0003684
dm	dm885	mus210	FBgn0004698	K10838	GO:0003684
mm	mm2190	Xpc	ENSMUSG00000030094	K10838	GO:0003684|GO:0003677
hs	hs2507	XPC	ENSG00000154767	K10838	GO:0003697|GO:0005515|GO:0003684

#Cluster id: 4778
#Entropy: 0.0
#Isologs:
ce	ce14516	hnd-1	C44C10.8		GO:0030528
dm	dm7525	HLH3B	FBgn0011276		GO:0003700
mm	mm22170	Tal2	ENSMUSG00000028417	K09068	GO:0030528|GO:0003677
hs	hs20817	TAL2	ENSG00000186051	K09068	GO:0030528|GO:0003677

#Cluster id: 5424
#Entropy: 1.0
#Isologs:
ce	ce1341	fshr-1	C50H2.1		GO:0003735|GO:0016500
dm	dm2273	Fsh	FBgn0016650	K04248	GO:0004930|GO:0016500|GO:0008188
mm	mm3455	Tshr	ENSMUSG00000020963		GO:0004996
hs	hs3835	TSHR	ENSG00000165409	K04249	GO:0004996|GO:0004872|GO:0005515

#Cluster id: 5667
#Entropy: 0.0
#Isologs:
ce	ce162	Q5WRT9_CAEEL	R07G3.3		
dm	dm163	Mtor	FBgn0013756	K09291	
mm	mm148	Tpr	ENSMUSG00000006005		
hs	hs223	TPR	ENSG00000047410		GO:0004828|GO:0005524|GO:0005515|GO:0000166

#Cluster id: 5732
#Entropy: 0.0
#Isologs:
ce	ce6402	Q19404_CAEEL	F13E6.4		GO:0005515
ce	ce6024				
mm	mm10127	Wwtr1	ENSMUSG00000027803		GO:0003714|GO:0003713|GO:0030528|GO:0005515|GO:0042802|GO:0042803
hs	hs10507	WWTR1	ENSG00000018408		GO:0003714|GO:0003713|GO:0030528|GO:0005515|GO:0042803

#Cluster id: 5750
#Entropy: 0.0
#Isologs:
ce	ce7847	set-12	K09F5.5		GO:0018024
dm	dm672	Mes-4	FBgn0039559		GO:0018024|GO:0008134|GO:0042054|GO:0003712|GO:0008270
mm	mm5028				
mm	mm4700	Whsc1l1	ENSMUSG00000054823		GO:0018024|GO:0016740|GO:0008270|GO:0005515|GO:0008168|GO:0046872
hs	hs868	WHSC1L1	ENSG00000147548		GO:0018024|GO:0016740|GO:0008270|GO:0005515|GO:0008168|GO:0046872

#Cluster id: 5894
#Entropy: 0.0
#Isologs:
dm	dm2881	CG11201	FBgn0031853	K06047	GO:0004835
mm	mm10617	Ttl	ENSMUSG00000027394	K06047	GO:0016874|GO:0005524|GO:0004835|GO:0000166
hs	hs11129	TTL	ENSG00000114999		GO:0016874|GO:0005524|GO:0004835|GO:0000166

#Cluster id: 6093
#Entropy: 0.0
#Isologs:
ce	ce13568	Q20043_CAEEL	F35D2.3		
ce	ce13878	C02B10.3	C02B10.3		
ce	ce13343	dsl-3	Y41D4B.10		
ce	ce11919	dsl-5	F58B3.8		
dm	dm6022	shf	FBgn0003390	K01691	GO:0004713|GO:0005515
dm	dm11077	CG15861	FBgn0035084		
mm	mm10556	Wif1	ENSMUSG00000020218	K01691	GO:0017147|GO:0004713
hs	hs11093	WIF1	ENSG00000156076	K01691	GO:0004713

#Cluster id: 6346
#Entropy: 0.0
#Isologs:
dm	dm1297	stl	FBgn0086408		GO:0004222|GO:0008270
mm	mm2437	Adamts4	ENSMUSG00000006403		GO:0016787|GO:0004222|GO:0008270|GO:0008233|GO:0046872|GO:0008237
hs	hs3190	ADAMTS4	ENSG00000158859	K07764	GO:0004222|GO:0005515|GO:0008270|GO:0002020|GO:0008233|GO:0046872|GO:0008237

#Cluster id: 6526
#Entropy: 0.0
#Isologs:
ce	ce7347				
mm	mm1311	Trim33	ENSMUSG00000033014	K08883	GO:0046872|GO:0016874|GO:0008270|GO:0005515|GO:0003677
hs	hs1646	TRIM33	ENSG00000197323	K08883	GO:0005515|GO:0070412|GO:0008270|GO:0070410|GO:0003677|GO:0046872|GO:0016874

#Cluster id: 6655
#Entropy: 0.0
#Isologs:
ce	ce14747	Q93370_CAEEL	C41G7.6		
dm	dm556	CG14322	FBgn0038532		
mm	mm4050	Thrap3	ENSMUSG00000043962		GO:0003713
hs	hs2412	THRAP3	ENSG00000054118		GO:0016455|GO:0003713|GO:0003712|GO:0000166|GO:0046966|GO:0016563|GO:0005515|GO:0004872|GO:0030374|GO:0005524|GO:0042809

#Cluster id: 6954
#Entropy: 0.918296
#Isologs:
dm	dm8141	Socs44A	FBgn0033266	K04700	GO:0005515
mm	mm17438	Socs1	ENSMUSG00000038037	K04694	GO:0019210|GO:0005515
hs	hs16944	SOCS1	ENSG00000185338	K04694	GO:0019901|GO:0004860|GO:0005159|GO:0005515|GO:0019210

#Cluster id: 6997
#Entropy: 0.0
#Isologs:
dm	dm1957	Su(z)12	FBgn0020887		GO:0042054|GO:0046976|GO:0005515|GO:0008270
mm	mm3679	Suz12	ENSMUSG00000017548		GO:0046872|GO:0003682|GO:0042054|GO:0008270|GO:0005515
hs	hs4099	SUZ12	ENSG00000178691		GO:0003682|GO:0046872|GO:0042054|GO:0008270|GO:0005515

#Cluster id: 7221
#Entropy: 0.0
#Isologs:
dm	dm1275	Tsc1	FBgn0026317	K07206	GO:0019900
mm	mm1255	Tsc1	ENSMUSG00000026812		GO:0030695|GO:0032794|GO:0005515|GO:0047485
hs	hs1526	TSC1	ENSG00000165699	K07206	GO:0051087|GO:0032794|GO:0047485|GO:0005515|GO:0030695

#Cluster id: 7305
#Entropy: 0.0
#Isologs:
ce	ce8449				
dm	dm714	Gmap	FBgn0027287		
mm	mm8377				
mm	mm6686	Trip11	ENSMUSG00000021188		GO:0004872
hs	hs356	TRIP11	ENSG00000100815		GO:0003713|GO:0005515

#Cluster id: 7640
#Entropy: 0.0
#Isologs:
ce	ce5385	Q9U1W1_CAEEL	Y63D3A.5	K09292	
ce	ce336				
dm	dm11311	CG12470	FBgn0040371		
mm	mm10067	Tfg	ENSMUSG00000022757	K09292	GO:0005515|GO:0042802
sc	sc1889	NSE5	YML023C		
hs	hs10494	TFG	ENSG00000114354|NP_006061.2		GO:0042802|GO:0004871|GO:0005515

#Cluster id: 7692
#Entropy: 0.0
#Isologs:
dm	dm348	gig	FBgn0005198	K07207	GO:0019900|GO:0005096|GO:0005515
mm	mm354	Tsc2	ENSMUSG00000002496		GO:0005096|GO:0030695|GO:0005488|GO:0005515|GO:0005102|GO:0046982
hs	hs479	TSC2	ENSG00000103197		GO:0046982|GO:0005096|GO:0005515|GO:0042803

#Cluster id: 8285
#Entropy: 0.0
#Isologs:
dm	dm11736	CG41087	FBgn0069947		
mm	mm6240	Slc45a3	ENSMUSG00000026435		
hs	hs6694	SLC45A3	ENSG00000158715		

#Cluster id: 8729
#Entropy: 0.0
#Isologs:
mm	mm18692	Vhl	ENSMUSG00000033933	K03871	GO:0005515
mm	mm19986				
hs	hs16859	VHL	ENSG00000134086	K03871	GO:0008134|GO:0005515

#Cluster id: 10272
#Entropy: 0.0
#Isologs:
mm	mm18537	Tnfrsf17	ENSMUSG00000022496	K05153	GO:0004872
hs	hs17943	TNFRSF17	ENSG00000048462	K05153	GO:0004872|GO:0005515|GO:0005031

#Cluster id: 10707
#Entropy: 0.0
#Isologs:
mm	mm1795				
hs	hs1518	TET2	ENSG00000168769		GO:0016706|GO:0046872|GO:0016702|GO:0016491

#Cluster id: 11803
#Entropy: 0.0
#Isologs:
hs	hs15520	TFPT	ENSG00000105619		GO:0005515|GO:0008139
mm	mm21529				

#Cluster id: 12026
#Entropy: 0.0
#Isologs:
hs	hs20657	TCL1A	ENSG00000100721	K10167	
mm	mm21597	Tcl1	ENSMUSG00000041359	K10167	

#Cluster id: 12125
#Entropy: 0.0
#Isologs:
hs	hs14508	TNFRSF14	ENSG00000157873|NP_003811.2		GO:0005031|GO:0005515|GO:0004872
mm	mm15037	Tnfrsf14	ENSMUSG00000042333		GO:0004872|GO:0005515

#Cluster id: 12375
#Entropy: 0.0
#Isologs:
hs	hs18649	SFRS3	ENSG00000112081		GO:0003723|GO:0005515|GO:0000166
mm	mm20977				
dm	dm9904	xl6	FBgn0028554		GO:0005515|GO:0008270|GO:0000166|GO:0003723|GO:0003676|GO:0003729

#Cluster id: 12818
#Entropy: 0.0
#Isologs:
dm	dm11234	CG33980	FBgn0053980		GO:0003700|GO:0043565
hs	hs10685	TP53	ENSG00000141510|NP_000537.2	K04451	GO:0019899|GO:0010843|GO:0008270|GO:0003677|GO:0051087|GO:0002020|GO:0046872|GO:0005524|GO:0046982|GO:0035033|GO:0008134|GO:0035035|GO:0019901|GO:0051721|GO:0031625|GO:0000739|GO:0047485|GO:0003700|GO:0016563|GO:0005515|GO:0005507|GO:0003682
ce	ce16119	F26F4.2	F26F4.2		

