Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
dm	dm2733	Aats-cys	FBgn0027091	K01883	GO:0004817|GO:0005524
mm	mm2931	Cars	ENSMUSG00000010755	K01883	GO:0004812|GO:0004817|GO:0000166|GO:0046872|GO:0016874|GO:0005524
sc	sc976	YNL247W	YNL247W	K01883	GO:0004812|GO:0004817|GO:0000166|GO:0046872|GO:0016874|GO:0005524
hs	hs3996	CARS	ENSG00000110619		GO:0000049|GO:0004817|GO:0000166|GO:0005515|GO:0046872|GO:0016874|GO:0005524|GO:0042803

#Cluster id: 773
#Entropy: 0.0
#Isologs:
ce	ce4590	akt-2	F28H6.1	K04456	GO:0004674|GO:0005524|GO:0004672
dm	dm3857	Akt1	FBgn0010379	K04456	GO:0035091|GO:0004674|GO:0005524|GO:0004672
mm	mm7826	Akt1	ENSMUSG00000001729		GO:0016301|GO:0019899|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524
hs	hs8364	AKT1	ENSG00000142208	K04456	GO:0030235|GO:0016301|GO:0019899|GO:0005547|GO:0004674|GO:0016740|GO:0043325|GO:0042802|GO:0005515|GO:0004672|GO:0000166|GO:0005524

#Cluster id: 779
#Entropy: 0.918296
#Isologs:
dm	dm8667	Cdk4	FBgn0016131	K02089	GO:0004693|GO:0004674|GO:0030332|GO:0005524
mm	mm12441	Cdk6	ENSMUSG00000040274	K02091	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0004693|GO:0005524
hs	hs12825	CDK6	ENSG00000105810	K02091	GO:0030332|GO:0000166|GO:0016740|GO:0005515|GO:0004693|GO:0005524

#Cluster id: 819
#Entropy: 0.0
#Isologs:
ce	ce7337	cdk-4	F18H3.5		GO:0004674|GO:0005524|GO:0004672
mm	mm14063	Cdk4	ENSMUSG00000006728	K02089	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005524|GO:0004672|GO:0004693|GO:0032403
hs	hs13850	CDK4	ENSG00000135446|NP_000066.1	K02089	GO:0004693|GO:0016740|GO:0005524|GO:0005515|GO:0000166

#Cluster id: 846
#Entropy: 0.0
#Isologs:
ce	ce2562	fzr-1	ZK1307.6	K03364	
ce	ce4972	fzy-1	ZK177.6		
dm	dm5674	rap	FBgn0003200	K03364	
dm	dm6095	fzr2	FBgn0034937	K03364	
mm	mm7499	Fzr1	ENSMUSG00000020235	K03364	GO:0005515
sc	sc1827	CDH1	YGL003C	K03364	GO:0030674|GO:0004842
sc	sc1855	AMA1	YGR225W		GO:0008047
sc	sc1661				
hs	hs8075	FZR1	ENSG00000105325|NP_057347.2		GO:0008047|GO:0005515

#Cluster id: 947
#Entropy: 0.0
#Isologs:
ce	ce4264	akt-1	C12D8.10	K04456	GO:0004674|GO:0005516|GO:0005524|GO:0004672
mm	mm7820	Akt2	ENSMUSG00000004056	K04456	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524
hs	hs8354	AKT2	ENSG00000105221	K04456	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0005524

#Cluster id: 1689
#Entropy: 0.811278
#Isologs:
ce	ce5765	A4F324_CAEEL	T08D2.7		GO:0004674|GO:0005524|GO:0004672
dm	dm5717	lok	FBgn0019686	K06641	GO:0004674|GO:0005524|GO:0004672
mm	mm6363	Chek2	ENSMUSG00000029521	K06641	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0046872|GO:0005524
sc	sc2160	DUN1	YDL101C	K00924	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
hs	hs6881	CHEK2	ENSG00000183765	K06641	GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0046872|GO:0005524

#Cluster id: 2375
#Entropy: 0.0
#Isologs:
ce	ce16229	tag-266	W06E11.5		
dm	dm11935	CG5938	FBgn0046247		
mm	mm18243	Chic2	ENSMUSG00000029229		
mm	mm16783	Chic1	ENSMUSG00000031327		
hs	hs18576	CHIC2	ENSG00000109220		GO:0005515

#Cluster id: 2485
#Entropy: 0.0
#Isologs:
ce	ce3751	sli-1	M02A10.3		GO:0004871|GO:0008270|GO:0005515|GO:0005509
dm	dm2062	Cbl	FBgn0020224	K04707	GO:0004871|GO:0016874|GO:0005509|GO:0005515|GO:0008270
hs	hs2699	CBL	ENSG00000110395	K04707	GO:0005515|GO:0003700|GO:0004842|GO:0017124|GO:0008270|GO:0004871|GO:0016874|GO:0005509

#Cluster id: 2514
#Entropy: 0.0
#Isologs:
dm	dm9004	debcl	FBgn0029131		
mm	mm16319				
hs	hs15963	BCL2	ENSG00000171791	K02161	GO:0043565|GO:0002020|GO:0008134|GO:0016563|GO:0005515|GO:0051434|GO:0046982|GO:0042802|GO:0042803

#Cluster id: 3183
#Entropy: 1.0
#Isologs:
mm	mm320				
mm	mm356	Brca1	ENSMUSG00000017146		GO:0008270|GO:0005515|GO:0003677|GO:0046872|GO:0016874|GO:0003684|GO:0003723
sc	sc2344	RAD18	YCR066W	K10627	GO:0016874|GO:0003697|GO:0043142|GO:0008270|GO:0003676|GO:0003677|GO:0046872|GO:0004842|GO:0003684
hs	hs437	BRCA1	ENSG00000012048	K10605	GO:0015631|GO:0031625|GO:0003713|GO:0050681|GO:0019899|GO:0016874|GO:0008270|GO:0005515|GO:0003677|GO:0003723|GO:0046872|GO:0004842|GO:0042802|GO:0016563

#Cluster id: 3554
#Entropy: 0.0
#Isologs:
ce	ce18051	Q7Z134_CAEEL	F59H6.7		
mm	mm7530	Ccne1	ENSMUSG00000002068	K06626	GO:0032403|GO:0016538|GO:0016301|GO:0005515
hs	hs10255	CCNE1	ENSG00000105173	K06626	GO:0032403|GO:0050681|GO:0003713|GO:0005515

#Cluster id: 3603
#Entropy: 0.918296
#Isologs:
ce	ce7362	cyd-1	Y38F1A.5	K10151	
dm	dm5629	CycD	FBgn0010315	K10151	GO:0016538|GO:0005515
mm	mm14385				
hs	hs14135	CCND1	ENSG00000110092	K04503	GO:0019899|GO:0019901|GO:0016538|GO:0005515|GO:0004672|GO:0032403

#Cluster id: 3606
#Entropy: 0.0
#Isologs:
ce	ce630	abl-1	M79.1	K06619	GO:0019901|GO:0004674|GO:0004715|GO:0004713|GO:0005515|GO:0004672|GO:0005524
mm	mm20351				
hs	hs1568	ABL1	ENSG00000097007	K06619	GO:0008022|GO:0070064|GO:0000287|GO:0030145|GO:0000166|GO:0016740|GO:0004715|GO:0004713|GO:0005515|GO:0003677|GO:0017124|GO:0005524

#Cluster id: 3812
#Entropy: 0.918296
#Isologs:
ce	ce9086	apy-1	F08C6.6		GO:0016462|GO:0005509
ce	ce11207	Q9TYN9_CAEEL	Y39F10A.2		GO:0016462|GO:0005509
dm	dm6656	CG5276	FBgn0037900	K01510	GO:0017110|GO:0017111|GO:0005509
mm	mm8890	Cant1	ENSMUSG00000025575	K01511	GO:0016787|GO:0004382|GO:0017110|GO:0045134|GO:0016462|GO:0005509|GO:0046872
hs	hs10469	CANT1	ENSG00000171302	K01510|K01511	GO:0016787|GO:0017110|GO:0005509|GO:0004871

#Cluster id: 3921
#Entropy: 0.918296
#Isologs:
mm	mm14592	Ccnd2	ENSMUSG00000000184	K10151	GO:0019901|GO:0005515
sc	sc3180	CLB6	YGR109C	K06651	GO:0016538
hs	hs14339	CCND2	ENSG00000118971	K10151	GO:0019901|GO:0005515

#Cluster id: 3949
#Entropy: 0.0
#Isologs:
ce	ce17106	bro-1	F56A3.5		GO:0003713
dm	dm11754				
mm	mm18438	Cbfb	ENSMUSG00000031885		GO:0003713|GO:0005515|GO:0003677
hs	hs18018	CBFB	ENSG00000067955|NP_001746.1		GO:0003700|GO:0003702|GO:0003713|GO:0005515

#Cluster id: 4306
#Entropy: 0.918296
#Isologs:
ce	ce10428	crh-1	Y41C4A.4	K09050	GO:0043565|GO:0003700|GO:0030528|GO:0005515|GO:0003677|GO:0046983
dm	dm7819	CrebB-17A	FBgn0014467	K09050	GO:0003700|GO:0043565|GO:0003702|GO:0046983|GO:0003677
mm	mm11863	Creb1	ENSMUSG00000025958		GO:0043565|GO:0003700|GO:0008134|GO:0003704|GO:0003705|GO:0005515|GO:0003677|GO:0003690|GO:0046983
hs	hs12313	CREB1	ENSG00000118260	K05870	GO:0043565|GO:0003700|GO:0003704|GO:0003712|GO:0003705|GO:0005515|GO:0046983|GO:0003690

#Cluster id: 4570
#Entropy: 0.0
#Isologs:
ce	ce1147	dog-1	F33H2.1		GO:0016818|GO:0008026|GO:0004003|GO:0003676|GO:0003677|GO:0005524
dm	dm1613	CG4078	FBgn0029798	K11136	GO:0004003|GO:0005524|GO:0003677
mm	mm1215	Brip1	ENSMUSG00000034329		
hs	hs1242	BRIP1	ENSG00000136492		GO:0016787|GO:0016818|GO:0004003|GO:0004386|GO:0005515|GO:0003677|GO:0000166|GO:0005524

#Cluster id: 4836
#Entropy: 0.0
#Isologs:
ce	ce4587	T09B9.4	T09B9.4	K09288	
ce	ce5693	O45259_CAEEL	C17H1.8		
dm	dm4815	CG6664	FBgn0036685	K09288	
dm	dm5077	CG33111	FBgn0053111		GO:0046914|GO:0016491
mm	mm8244	Ccdc6	ENSMUSG00000048701		
hs	hs6153	CCDC6	ENSG00000108091	K09288	GO:0005200|GO:0017124|GO:0005515

#Cluster id: 4917
#Entropy: 0.0
#Isologs:
ce	ce471	xnp-1	B0041.7		GO:0016787|GO:0004386|GO:0003676|GO:0005524|GO:0003677
dm	dm847	XNP	FBgn0039338	K01509	GO:0003678|GO:0016251|GO:0004386|GO:0005524|GO:0003677
mm	mm123	Atrx	ENSMUSG00000031229		GO:0016787|GO:0046872|GO:0003676|GO:0000166|GO:0004386|GO:0008270|GO:0005515|GO:0003677|GO:0003682|GO:0005524
hs	hs186	ATRX	ENSG00000085224|ENSG00000187992|NP_000480.2		GO:0016787|GO:0046872|GO:0070087|GO:0000166|GO:0008270|GO:0005515|GO:0003677|GO:0003678|GO:0004386|GO:0003682|GO:0005524

#Cluster id: 4979
#Entropy: 0.918296
#Isologs:
dm	dm5331	cact	FBgn0000250	K09259	GO:0008134|GO:0005515
mm	mm13014	Bcl3	ENSMUSG00000053175	K09258	GO:0003700|GO:0005515|GO:0003677
hs	hs9277	BCL3	ENSG00000069399	K09258	GO:0003700|GO:0008134|GO:0030674|GO:0005515|GO:0030528

#Cluster id: 5568
#Entropy: 0.0
#Isologs:
ce	ce388	scd-2	T10H9.2	K05119	GO:0005515|GO:0004674|GO:0004713|GO:0005524|GO:0004672
mm	mm472	Alk	ENSMUSG00000055471	K05119	GO:0016301|GO:0016740|GO:0000166|GO:0004714|GO:0004713|GO:0005515|GO:0004672|GO:0005524|GO:0004872
hs	hs629	ALK	ENSG00000171094	K05119	GO:0016740|GO:0000166|GO:0004714|GO:0004872|GO:0005515|GO:0005524

#Cluster id: 5582
#Entropy: 0.0
#Isologs:
dm	dm5781	CG8445	FBgn0034088	K08588	GO:0004221
mm	mm3692	Bap1	ENSMUSG00000021901	K08588	GO:0016787|GO:0008233|GO:0008234|GO:0005515|GO:0004221
hs	hs4211	BAP1	ENSG00000163930	K08588	GO:0004221|GO:0004843|GO:0005515|GO:0008233|GO:0003682|GO:0008234

#Cluster id: 5676
#Entropy: 0.0
#Isologs:
ce	ce426	gei-3	T22H6.6		GO:0003677
dm	dm704	cic	FBgn0028386		GO:0003700|GO:0003702|GO:0003712|GO:0030528
mm	mm488	Cic	ENSMUSG00000005442		GO:0003677
hs	hs640	CIC	ENSG00000079432		GO:0005515|GO:0003677

#Cluster id: 5683
#Entropy: 0.0
#Isologs:
dm	dm1634	CG9650	FBgn0029939		GO:0008270|GO:0003676
mm	mm2483	Bcl11b	ENSMUSG00000048251		GO:0046872|GO:0008270|GO:0003676
hs	hs2789	BCL11B	ENSG00000127152		GO:0046872|GO:0008270|GO:0003676

#Cluster id: 5838
#Entropy: 0.0
#Isologs:
ce	ce2641	A9D4E4_CAEEL	F13H6.1		GO:0008270|GO:0003676
mm	mm3376	Bcl11a	ENSMUSG00000000861		GO:0046872|GO:0003714|GO:0008270
hs	hs2948	BCL11A	ENSG00000119866		GO:0003714|GO:0046872|GO:0008270|GO:0003676

#Cluster id: 6234
#Entropy: 0.0
#Isologs:
ce	ce3013	atm-1	Y48G1BL.2	K04728	GO:0016773
dm	dm150	tefu	FBgn0045035	K04728	GO:0016773|GO:0004672
hs	hs99	ATM	ENSG00000149311	K04728	GO:0047485|GO:0016773|GO:0016303|GO:0016301|GO:0016740|GO:0000166|GO:0004674|GO:0004677|GO:0005524|GO:0005515|GO:0003677|GO:0032403|GO:0046983|GO:0042802

#Cluster id: 6488
#Entropy: 0.0
#Isologs:
ce	ce10557	Q4JFI0_CAEEL	C27D6.4		GO:0003700|GO:0043565|GO:0046983
dm	dm5026	CrebA	FBgn0004396		GO:0043565|GO:0003700|GO:0003702|GO:0003677|GO:0046983|GO:0042803
mm	mm6877	Creb3l1	ENSMUSG00000027230	K09048	GO:0003700|GO:0043565|GO:0046983|GO:0003677
hs	hs7378	CREB3L1	ENSG00000157613	K09048	GO:0003700|GO:0043565|GO:0046983

#Cluster id: 6541
#Entropy: 0.0
#Isologs:
dm	dm13858	cype	FBgn0015031	K02268	GO:0004129
mm	mm23243	Cox6c	ENSMUSG00000014313	K02268	GO:0004129
mm	mm23137				
hs	hs21711	COX6C	ENSG00000164919|NP_004365.1	K02268	GO:0004129

#Cluster id: 7296
#Entropy: 0.0
#Isologs:
ce	ce7498	O44624_CAEEL	K11D12.9		GO:0008270|GO:0005515
mm	mm5447	Birc3	ENSMUSG00000032000	K04725	GO:0046872|GO:0008270|GO:0005515
hs	hs5805	BIRC3	ENSG00000023445	K04725	GO:0046872|GO:0004842|GO:0008270|GO:0005515

#Cluster id: 7307
#Entropy: 0.0
#Isologs:
ce	ce689	apr-1	K04G2.8		GO:0005488|GO:0008013
dm	dm1359	Apc2	FBgn0026598	K02085	GO:0008017|GO:0005515
dm	dm151	Apc	FBgn0015589	K02085	GO:0008017|GO:0008013
mm	mm78	Apc	ENSMUSG00000005871		GO:0008017|GO:0005488|GO:0008013|GO:0005515
hs	hs124	APC	ENSG00000134982	K02085	GO:0019887|GO:0008017|GO:0051010|GO:0045295|GO:0045296|GO:0019901|GO:0008013|GO:0005515

#Cluster id: 7351
#Entropy: 0.0
#Isologs:
dm	dm10516	CG40159	FBgn0058159		
mm	mm302	Arid1a	ENSMUSG00000007880		GO:0003677
hs	hs245	ARID1A	ENSG00000117713		GO:0016563|GO:0005515|GO:0003677

#Cluster id: 8035
#Entropy: 0.0
#Isologs:
ce	ce4171	Q17425_CAEEL	B0024.10		
mm	mm6303	Aspscr1	ENSMUSG00000025142		GO:0005515
hs	hs5189	ASPSCR1	ENSG00000169696		GO:0005515

#Cluster id: 8173
#Entropy: 0.0
#Isologs:
ce	ce601	YP83_CAEEL	C08B11.3		GO:0008270|GO:0003677
dm	dm441	Bap170	FBgn0042085		GO:0003713|GO:0008270|GO:0005515|GO:0003677
mm	mm1252	Arid2	ENSMUSG00000033237		GO:0008134|GO:0016563
hs	hs575	ARID2	ENSG00000189079		GO:0046872|GO:0008270|GO:0005515|GO:0003677

#Cluster id: 8808
#Entropy: 0.0
#Isologs:
mm	mm16559	Bcl10	ENSMUSG00000028191	K07368	GO:0046982|GO:0008656|GO:0005515|GO:0042803
mm	mm16703				
hs	hs16181	BCL10	ENSG00000142867	K07368	GO:0008022|GO:0031625|GO:0008134|GO:0019209|GO:0003713|GO:0019899|GO:0019901|GO:0019900|GO:0043130|GO:0051059|GO:0005515|GO:0043621|GO:0043422

#Cluster id: 10082
#Entropy: 0.0
#Isologs:
mm	mm16754	Cd79b	ENSMUSG00000040592	K06507	GO:0004888|GO:0005515
hs	hs16296	CD79B	ENSG00000007312	K06507	GO:0004888

#Cluster id: 10138
#Entropy: 0.0
#Isologs:
mm	mm17900	Cd79a	ENSMUSG00000003379	K06506	GO:0004888|GO:0005515
hs	hs16409	CD79A	ENSG00000105369	K06506	GO:0004888|GO:0005515

#Cluster id: 12206
#Entropy: 0.0
#Isologs:
hs	hs2048	ABL2	ENSG00000143322	K08887	GO:0000287|GO:0030145|GO:0000166|GO:0016740|GO:0004715|GO:0004713|GO:0005515|GO:0004672|GO:0005524
hs	hs1474				
mm	mm19352				

#Cluster id: 12299
#Entropy: 0.0
#Isologs:
hs	hs1176	BCR	ENSG00000186716	K08878	GO:0005089|GO:0005085|GO:0016301|GO:0005096|GO:0000166|GO:0004674|GO:0016740|GO:0005524
mm	mm23915				

#Cluster id: 12468
#Entropy: 0.0
#Isologs:
hs	hs823	COL1A1	ENSG00000108821	K06236	GO:0048407|GO:0005201|GO:0042802|GO:0005515
mm	mm653	Col1a1	ENSMUSG00000001506	K06236	GO:0048407|GO:0005201|GO:0005515
dm	dm6078	CG4786	FBgn0037012		

