#Cluster id: 6
#Entropy: 0.0
#Isologs:
sc	sc4852	RPL16A	YIL133C	K02872	GO:0003735|GO:0003723
hs	hs17241		ENSG00000173321		

#Cluster id: 519
#Entropy: 0.918296
#Isologs:
ce	ce7026	LIN53_CAEEL	K07A1.12	K10752	GO:0005515
dm	dm6456	Caf1	FBgn0015610	K10752	GO:0042393|GO:0035035|GO:0042054|GO:0046974|GO:0046976|GO:0003682|GO:0042826
mm	mm8390	Rbbp4	ENSMUSG00000057236		GO:0005515
mm	mm12112				
sc	sc2995	HAT2	YEL056W	K00653	GO:0008415|GO:0016740|GO:0042393|GO:0004402
hs	hs9813	RBBP4	ENSG00000162521|NP_005601.1		GO:0008094|GO:0042393|GO:0042826|GO:0005515

#Cluster id: 530
#Entropy: 0.0
#Isologs:
mm	mm11896	Dmc1	ENSMUSG00000022429	K10872	GO:0008094|GO:0017111|GO:0000166|GO:0005515|GO:0003677|GO:0005524
sc	sc3577	DMC1	YER179W	K10872	GO:0008094|GO:0042623|GO:0017111|GO:0000166|GO:0016887|GO:0003677|GO:0003690|GO:0003697|GO:0005524
hs	hs12329	DMC1	ENSG00000100206	K10872	GO:0008094|GO:0017111|GO:0000166|GO:0005515|GO:0003677|GO:0005524

#Cluster id: 557
#Entropy: 0.0
#Isologs:
ce	ce14248	HMG12_CAEEL	F47D12.4		GO:0003677
dm	dm7180	Dsp1	FBgn0011764	K10802	GO:0016564|GO:0008301|GO:0008134|GO:0003677
dm	dm7339				
mm	mm17485	Hmgb2	ENSMUSG00000054717		GO:0031493|GO:0003677|GO:0019904|GO:0008289
mm	mm17394				
mm	mm17274				
sc	sc6253	NHP6A	YPR052C		GO:0031491|GO:0043565|GO:0008301|GO:0003677
hs	hs16954	HMGB2	ENSG00000164104		GO:0042056|GO:0003700|GO:0003697|GO:0010843|GO:0050786|GO:0016565|GO:0008301|GO:0016563|GO:0005515|GO:0003677|GO:0003690|GO:0003684|GO:0019904

#Cluster id: 608
#Entropy: 0.0
#Isologs:
ce	ce4556	unc-61	Y50E8A.4		GO:0005515|GO:0005525
dm	dm6648	Sep2	FBgn0014029		GO:0003924|GO:0005515|GO:0005525
dm	dm6601	Sep5	FBgn0026361		GO:0003924|GO:0005515|GO:0005525
mm	mm9025	Sept6	ENSMUSG00000050379		GO:0000166|GO:0005515|GO:0005525
sc	sc3669	CDC10	YCR002C		GO:0005525|GO:0003924|GO:0005545|GO:0005200|GO:0000166
hs	hs9592	SEPT6	ENSG00000125354		GO:0000166|GO:0005515|GO:0005525

#Cluster id: 772
#Entropy: 0.0
#Isologs:
ce	ce8471	SERC_CAEEL	F26H9.5	K00831	GO:0003824|GO:0030170
dm	dm7720	CG11899	FBgn0014427	K00831	GO:0004648|GO:0003824|GO:0030170
mm	mm10855	Psat1	ENSMUSG00000024640	K00831	GO:0004648|GO:0008483|GO:0016740|GO:0030170|GO:0003824
sc	sc3046	SER1	YOR184W	K00831	GO:0004648|GO:0003824|GO:0016740|GO:0030170|GO:0008483
hs	hs11369	PSAT1	ENSG00000135069	K00831	GO:0004648|GO:0016740|GO:0030170

#Cluster id: 945
#Entropy: 1.0
#Isologs:
ce	ce2900	Q18598_CAEEL	C44B7.9		GO:0017111|GO:0016887|GO:0005524|GO:0000166
ce	ce2858	pmp-1	C44B7.8		GO:0017111|GO:0016887|GO:0005524|GO:0000166
dm	dm3340	CG12703	FBgn0031069	K01509	GO:0005215|GO:0042626|GO:0005524
mm	mm4649	Abcd3	ENSMUSG00000028127		GO:0042626|GO:0016887|GO:0017111|GO:0000166|GO:0005524|GO:0005515|GO:0043621
sc	sc723	PXA1	YPL147W		GO:0005524|GO:0042626|GO:0017111|GO:0016887|GO:0000166
sc	sc762	PXA2	YKL188C		GO:0005524|GO:0042626|GO:0017111|GO:0016887|GO:0000166
hs	hs5034	ABCD3	ENSG00000117528	K05677	GO:0005524|GO:0042626|GO:0016887|GO:0005515|GO:0000166

#Cluster id: 994
#Entropy: 0.0
#Isologs:
ce	ce14900	Q94241_CAEEL	F55A4.1	K08517	
dm	dm10957	CG7359	FBgn0025617	K08517	
mm	mm17322	Sec22b	ENSMUSG00000027879	K08517	
sc	sc4692	SEC22	YLR268W	K08517	GO:0005484
hs	hs18233		ENSG00000155878		

#Cluster id: 1021
#Entropy: 0.0
#Isologs:
ce	ce15019	gfl-1	M04B2.3		GO:0003682
ce	ce13237	Q9NF15_CAEEL	Y105E8B.7		
dm	dm10574	Gas41	FBgn0031873		GO:0016251
dm	dm10424	CG2652	FBgn0025838		
mm	mm16802	Yeats4	ENSMUSG00000020171		GO:0005515
sc	sc4560	YAF9	YNL107W		GO:0008080|GO:0008415|GO:0004402|GO:0016407|GO:0016746|GO:0016747|GO:0016410|GO:0004468
sc	sc4396	TAF14	YPL129W	K03140	GO:0016251|GO:0004402
hs	hs16381	YEATS4	ENSG00000127337		GO:0003700|GO:0008022|GO:0005200|GO:0005515|GO:0003677

#Cluster id: 1053
#Entropy: 0.0
#Isologs:
ce	ce17433	pfd-2	H20J04.5	K09549	GO:0051082
dm	dm12536	l(3)01239	FBgn0010741	K09549	GO:0051087|GO:0051082
mm	mm19792	Pfdn2	ENSMUSG00000006412	K09549	GO:0051082
sc	sc5708	GIM4	YEL003W	K09549	GO:0015631|GO:0051082
hs	hs18983	PFDN2	ENSG00000143256	K09549	GO:0005515|GO:0051082

#Cluster id: 1062
#Entropy: 0.0
#Isologs:
ce	ce1646	msh-2	H26D21.2	K08735	GO:0003677|GO:0005524|GO:0030983
dm	dm1895	spel1	FBgn0015546	K08735	GO:0005524|GO:0030983
dm	dm1704				
mm	mm2172	Msh2	ENSMUSG00000024151	K08735	GO:0030983|GO:0016887|GO:0003677|GO:0032137|GO:0000166|GO:0019237|GO:0003684|GO:0005524
sc	sc544	MSH2	YOL090W	K08735	GO:0000403|GO:0000400|GO:0000406|GO:0000404|GO:0032138|GO:0030983|GO:0016887|GO:0003677|GO:0032137|GO:0032135|GO:0000166|GO:0005524
hs	hs2516	MSH2	ENSG00000095002	K08735	GO:0008022|GO:0032142|GO:0032143|GO:0019899|GO:0030983|GO:0016887|GO:0003677|GO:0032357|GO:0000287|GO:0000166|GO:0042802|GO:0032139|GO:0032137|GO:0003690|GO:0019237|GO:0003697|GO:0005524|GO:0042803|GO:0019901|GO:0043531|GO:0000400|GO:0032181|GO:0032405|GO:0005515|GO:0003684

#Cluster id: 1171
#Entropy: 0.0
#Isologs:
ce	ce11571	Q9XTZ2_CAEEL	C18D11.4		GO:0003676|GO:0000166
dm	dm9725	tra2	FBgn0003742		GO:0003729|GO:0003676|GO:0000166
mm	mm14870	Tra2a	ENSMUSG00000029817		GO:0003723|GO:0003676|GO:0000166
sc	sc1141	RIM4	YHL024W		GO:0003723|GO:0003676|GO:0000166
hs	hs14539	TRA2A	ENSG00000164548		GO:0003723|GO:0042802|GO:0000166

#Cluster id: 1215
#Entropy: 0.0
#Isologs:
ce	ce12174	rnh-2	T13H5.7	K10743	GO:0003723|GO:0004523
dm	dm8057	CG13690	FBgn0031252	K10743	GO:0003723|GO:0004523
mm	mm14154	Rnaseh2a	ENSMUSG00000052926	K10743	GO:0016787|GO:0004518|GO:0004519|GO:0004523|GO:0003723|GO:0003676|GO:0046872
sc	sc3839	RNH201	YNL072W	K10743	GO:0016787|GO:0004518|GO:0004519|GO:0004523|GO:0003723|GO:0003676|GO:0046872
hs	hs14008	RNASEH2A	ENSG00000104889	K10743	GO:0016787|GO:0004519|GO:0004540|GO:0004523|GO:0003723|GO:0046872

#Cluster id: 1339
#Entropy: 0.0
#Isologs:
ce	ce12741	ung-1	Y56A3A.29	K03648	GO:0004844
mm	mm13930	Ung	ENSMUSG00000029591	K03648	GO:0016787|GO:0004844|GO:0045437|GO:0016799|GO:0016798
sc	sc3362	UNG1	YML021C	K03648	GO:0016787|GO:0004844|GO:0016799|GO:0016798
hs	hs13401	UNG	ENSG00000076248	K03648	GO:0004844|GO:0016799|GO:0005515

#Cluster id: 1384
#Entropy: 0.0
#Isologs:
dm	dm8753	TfIIS	FBgn0010422	K03145	GO:0003702|GO:0003711|GO:0008270|GO:0005515|GO:0003677|GO:0003746
mm	mm12099	Tcea2	ENSMUSG00000059540	K03145	GO:0005515|GO:0003702|GO:0003711|GO:0030528|GO:0003676|GO:0003677|GO:0003746|GO:0046872|GO:0008270
mm	mm11634	Tcea3	ENSMUSG00000001604		GO:0005515|GO:0003702|GO:0003711|GO:0030528|GO:0003676|GO:0003677|GO:0003746|GO:0046872|GO:0008270
sc	sc3819	DST1	YGL043W	K03145	GO:0016772|GO:0003702|GO:0034062|GO:0003711|GO:0030528|GO:0003676|GO:0003677|GO:0003899|GO:0003746|GO:0046872|GO:0008159|GO:0008270
hs	hs13979	TCEA2	ENSG00000171703|NP_003186.1	K03145	GO:0003702|GO:0003711|GO:0008270|GO:0005515|GO:0003677|GO:0003746|GO:0046872

#Cluster id: 1386
#Entropy: 0.0
#Isologs:
ce	ce8324	Q8IAA3_CAEEL	Y71H2AM.20		GO:0019211
dm	dm7057	Ptpa	FBgn0016698		GO:0008160
dm	dm6559	CG2104	FBgn0037365		GO:0008160
dm	dm6420	CG8509	FBgn0030696		GO:0008160
mm	mm12597	Ppp2r4	ENSMUSG00000039515		GO:0019211|GO:0000166|GO:0016853|GO:0003755|GO:0005524
sc	sc3075	RRD1	YIL153W		GO:0019211|GO:0008601|GO:0016853|GO:0003755
sc	sc3364	RRD2	YPL152W	K01802	GO:0019211|GO:0008601|GO:0016853|GO:0003755
hs	hs11737	PPP2R4	ENSG00000119383		GO:0051721|GO:0003755|GO:0016853|GO:0000166|GO:0008160|GO:0016887|GO:0008601|GO:0005102|GO:0046982|GO:0005524|GO:0042803

#Cluster id: 1449
#Entropy: 0.0
#Isologs:
ce	ce2360	mre-11	ZC302.1	K10865	GO:0016787|GO:0004527|GO:0030145|GO:0004519
dm	dm3777	mre11	FBgn0020270	K10865	GO:0004519|GO:0004527|GO:0030145
mm	mm4086	Mre11a	ENSMUSG00000031928	K10865	GO:0004518|GO:0016787|GO:0004527|GO:0030145|GO:0004519
sc	sc1219	MRE11	YMR224C	K10865	GO:0016787|GO:0008408|GO:0051880|GO:0043047|GO:0004519|GO:0004527|GO:0004520|GO:0004017|GO:0030145|GO:0004518|GO:0005515|GO:0042162|GO:0003691
hs	hs4447	MRE11A	ENSG00000020922		GO:0016787|GO:0008408|GO:0000014|GO:0004518|GO:0004003|GO:0008022|GO:0004520|GO:0005515|GO:0003677|GO:0003690|GO:0030145

#Cluster id: 1468
#Entropy: 0.0
#Isologs:
ce	ce377	H06O01.2	H06O01.2		GO:0008026|GO:0004386|GO:0003676|GO:0003677|GO:0003682|GO:0005524
dm	dm328	Chd1	FBgn0250786	K01509	GO:0004386|GO:0003682|GO:0008026|GO:0005524|GO:0003677
mm	mm411	Chd1	ENSMUSG00000023852		GO:0016787|GO:0000166|GO:0004386|GO:0003676|GO:0003677|GO:0003682|GO:0005524
sc	sc148	CHD1	YER164W		GO:0016944|GO:0016787|GO:0016887|GO:0042623|GO:0008094|GO:0000166|GO:0003676|GO:0003677|GO:0004386|GO:0003682|GO:0005524
hs	hs555	CHD1	ENSG00000153922		GO:0016787|GO:0000166|GO:0004003|GO:0004386|GO:0003677|GO:0003682|GO:0005524

#Cluster id: 1580
#Entropy: 0.0
#Isologs:
dm	dm14070	CG30108	FBgn0050108		
dm	dm13711	CG30109	FBgn0050109		
mm	mm23250	Triap1	ENSMUSG00000029535		
sc	sc6293	MDM35	YKL053C-A		
hs	hs21686	TRIAP1	ENSG00000170855		GO:0043027|GO:0005515

#Cluster id: 1613
#Entropy: 0.0
#Isologs:
ce	ce1608	Q7YSW0_CAEEL	ZK524.3		GO:0004823|GO:0004812|GO:0005524|GO:0000166
dm	dm2104	Aats-leu	FBgn0027085	K01869	GO:0005524|GO:0004823
mm	mm2376	Lars2	ENSMUSG00000035202	K01869	GO:0004823|GO:0004812|GO:0016874|GO:0005524|GO:0000166
sc	sc667	NAM2	YLR382C	K01869	GO:0004812|GO:0004823|GO:0000166|GO:0016874|GO:0005524|GO:0003729
hs	hs2733	LARS2	ENSG00000011376	K01869	GO:0000166|GO:0016874|GO:0005524|GO:0004823

#Cluster id: 1723
#Entropy: 0.0
#Isologs:
mm	mm22157				
mm	mm19526				
sc	sc6210	NHP6B	YBR089C-A		GO:0031491|GO:0043565|GO:0008301|GO:0003677
hs	hs20155		ENSG00000187511		

#Cluster id: 1937
#Entropy: 0.0
#Isologs:
dm	dm13488	e(y)2	FBgn0000618		GO:0003700|GO:0070742|GO:0016563|GO:0005515|GO:0043035
mm	mm22345	Eny2	ENSMUSG00000022338		
mm	mm22580	RP23-325P17.1	ENSMUSG00000043295		
sc	sc6231	SUS1	YBR111W-A		GO:0030528
hs	hs21056	ENY2	ENSG00000120533|NP_064574.1		GO:0003713|GO:0030374

#Cluster id: 1979
#Entropy: 0.918296
#Isologs:
ce	ce5843	C02F5.7	C02F5.7		
ce	ce8795	EEED8.10	EEED8.10		GO:0000166|GO:0003676|GO:0004867
dm	dm5884	CG9003	FBgn0033639		GO:0005515
mm	mm8977	Fbxl20	ENSMUSG00000020883	K10286	GO:0005515
sc	sc318	GRR1	YJR090C	K03360	GO:0004842|GO:0005515
hs	hs9519	FBXL20	ENSG00000108306	K10286	GO:0005515

#Cluster id: 2002
#Entropy: 0.0
#Isologs:
ce	ce5044	chk-1	Y39H10A.7	K02216	GO:0004674|GO:0005524|GO:0004672
ce	ce10839	Q86S44_CAEEL	R02C2.6		GO:0004674|GO:0005524|GO:0004672
dm	dm5121	grp	FBgn0011598	K02216	
mm	mm7947	Chek1	ENSMUSG00000032113	K02216	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524
mm	mm11398				
sc	sc2066	CHK1	YBR274W	K02216	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
hs	hs8464	CHEK1	ENSG00000149554	K02216	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0005515|GO:0004672|GO:0005524

#Cluster id: 2259
#Entropy: 0.0
#Isologs:
ce	ce9238	O45431_CAEEL	F32B6.3		
dm	dm8194	Prp18	FBgn0027784		GO:0008266
mm	mm11814	Prpf18	ENSMUSG00000039449		GO:0019870
sc	sc4338	PRP18	YGR006W		GO:0000386
hs	hs12280	PRPF18	ENSG00000165630		GO:0019870

#Cluster id: 2473
#Entropy: 0.0
#Isologs:
ce	ce4345	Q21484_CAEEL	M03C11.4	K00653	GO:0004402
dm	dm6936	CG2051	FBgn0037376	K00653	GO:0004402|GO:0005515
mm	mm9558	Hat1	ENSMUSG00000027018	K00653	GO:0008483|GO:0016740|GO:0008415|GO:0005515|GO:0004402
sc	sc3228	HAT1	YPL001W		GO:0043565|GO:0042393|GO:0008080|GO:0008415|GO:0004402|GO:0003688|GO:0016740
hs	hs9973	HAT1	ENSG00000128708		GO:0004402|GO:0016740|GO:0008415|GO:0005515

#Cluster id: 2667
#Entropy: 2.0
#Isologs:
ce	ce5196	cyp-31A2	H02I12.8		GO:0004497|GO:0005506|GO:0020037|GO:0009055
dm	dm4776	Cyp4c3	FBgn0015032	K00517	GO:0004497|GO:0020037|GO:0009055
mm	mm6763	Klkb1	ENSMUSG00000031640	K01324	GO:0016787|GO:0008233|GO:0008236|GO:0003824|GO:0004252
sc	sc2011	ERG5	YMR015C	K09831	GO:0004497|GO:0020037|GO:0000249|GO:0009055|GO:0005506|GO:0046872|GO:0016491
hs	hs7736	CYP4V2	ENSG00000145476	K07427	GO:0004497|GO:0046872|GO:0020037|GO:0009055

#Cluster id: 2733
#Entropy: 0.0
#Isologs:
ce	ce1909	ntl-4	C49H3.5	K10643	GO:0003676|GO:0000166
dm	dm1409	CG31716	FBgn0051716	K10643	GO:0005515|GO:0000166|GO:0016564|GO:0008270|GO:0003676|GO:0003729
mm	mm3998	Cnot4	ENSMUSG00000038784	K10643	GO:0005515|GO:0000166|GO:0003723|GO:0003676|GO:0046872|GO:0016874|GO:0008270
sc	sc1690	MOT2	YER068W	K10643	GO:0043565|GO:0000166|GO:0016564|GO:0003723|GO:0003676|GO:0046872|GO:0004842|GO:0008270
hs	hs3702	CNOT4	ENSG00000080802	K10643	GO:0004842|GO:0000166|GO:0003723|GO:0005515|GO:0046872|GO:0016874|GO:0008270

#Cluster id: 2747
#Entropy: 0.0
#Isologs:
ce	ce605	lex-1	F11A10.1		GO:0017111|GO:0005524|GO:0000166
sc	sc185	YTA7	YGR270W		GO:0017111|GO:0005524|GO:0016887|GO:0000166
hs	hs6320		ENSG00000163019		

#Cluster id: 2803
#Entropy: 0.0
#Isologs:
dm	dm5221	CG17050	FBgn0033831		
sc	sc3602	PHO23	YNL097C		GO:0046872|GO:0035064|GO:0008270
hs	hs16426		AAH05370.1		

#Cluster id: 2851
#Entropy: 0.0
#Isologs:
dm	dm8128	Ogg1	FBgn0027864	K03660	GO:0003906|GO:0003684|GO:0008534
mm	mm11731	Ogg1	ENSMUSG00000030271	K03660	GO:0016787|GO:0003684|GO:0008017|GO:0000702|GO:0016798|GO:0008534|GO:0019104|GO:0003906|GO:0003824|GO:0034039|GO:0003677|GO:0016829
sc	sc3206	OGG1	YML060W	K03660	GO:0016787|GO:0016829|GO:0016798|GO:0008534|GO:0003906|GO:0003824|GO:0003677|GO:0003684
hs	hs12193		AAH00657.1		

#Cluster id: 3075
#Entropy: 0.0
#Isologs:
ce	ce3541	ttll-4	ZK1128.6		GO:0004835
ce	ce5414	ttll-15	K07C5.7		GO:0004835
dm	dm5539	CG32238	FBgn0052238	K06047	GO:0004835
dm	dm5387	CG8918	FBgn0030823	K06047	GO:0004835
dm	dm5069	CG4089	FBgn0037838		GO:0004835
mm	mm9306	Ttll1	ENSMUSG00000022442		GO:0016874|GO:0004835
sc	sc1026	PBY1	YBR094W		GO:0016787|GO:0004835
hs	hs9865	TTLL1	ENSG00000100271		GO:0070740|GO:0016874|GO:0004835

#Cluster id: 3169
#Entropy: 0.0
#Isologs:
dm	dm4726	ppa	FBgn0020257		
dm	dm5401	CG14891	FBgn0038445		GO:0003676
mm	mm9967	Fbxl14	ENSMUSG00000030019	K10280	GO:0005515
sc	sc1829	RAD7	YJR052W		GO:0008094|GO:0004842|GO:0003684
hs	hs10021	FBXL14	ENSG00000171823	K10280	GO:0005515

#Cluster id: 3340
#Entropy: 0.0
#Isologs:
ce	ce3119	O62245_CAEEL	F45G2.3	K10746	GO:0004518|GO:0003824|GO:0003677
dm	dm2792	tos	FBgn0015553	K10746	GO:0004518|GO:0008852|GO:0003677
mm	mm2806	Exo1	ENSMUSG00000039748	K10746	GO:0016787|GO:0043566|GO:0008409|GO:0004518|GO:0004519|GO:0004527|GO:0003824|GO:0003677|GO:0046872
sc	sc2787	DIN7	YDR263C		GO:0016787|GO:0004518|GO:0004519|GO:0003824|GO:0003677|GO:0046872
sc	sc1186	EXO1	YOR033C	K10746	GO:0016787|GO:0008409|GO:0004518|GO:0004527|GO:0017108|GO:0003824|GO:0003677|GO:0046872
hs	hs3118	EXO1	ENSG00000174371	K10746	GO:0016787|GO:0043566|GO:0008409|GO:0004519|GO:0004527|GO:0004523|GO:0045145|GO:0048256|GO:0005515|GO:0003677|GO:0035312|GO:0046872|GO:0051908

#Cluster id: 3400
#Entropy: 0.0
#Isologs:
ce	ce632	HIRA_CAEEL	K10D2.1		GO:0003682|GO:0030528
dm	dm1423	Hira	FBgn0022786		GO:0003714|GO:0003682
mm	mm1793	Hira	ENSMUSG00000022702		GO:0003682|GO:0030528|GO:0005515
sc	sc792	HIR1	YBL008W		GO:0031491|GO:0003682|GO:0003714|GO:0030528|GO:0003677
sc	sc716	HIR2	YOR038C		GO:0031491|GO:0003714|GO:0030528|GO:0003677
hs	hs2096	HIRA	ENSG00000100084		GO:0003700|GO:0003714|GO:0003682|GO:0005515

#Cluster id: 3679
#Entropy: 0.0
#Isologs:
ce	ce2257	lig-4	C07H6.1	K10777	GO:0003910|GO:0005524|GO:0003677
dm	dm1888	Lig4	FBgn0030506	K10777	GO:0005524|GO:0003910|GO:0005515|GO:0003677
mm	mm2304	Lig4	ENSMUSG00000049717		GO:0000166|GO:0003910|GO:0003677|GO:0046872|GO:0016874|GO:0005524
sc	sc582	DNL4	YOR005C	K10777	GO:0000166|GO:0003910|GO:0003677|GO:0046872|GO:0016874|GO:0005524
hs	hs2676	LIG4	ENSG00000174405	K10777	GO:0008022|GO:0000166|GO:0003910|GO:0005515|GO:0003677|GO:0046872|GO:0016874|GO:0005524|GO:0003909

#Cluster id: 3709
#Entropy: 0.0
#Isologs:
ce	ce341	sin-3	F02E9.4		GO:0004407|GO:0005515
dm	dm247	Sin3A	FBgn0022764	K01549	GO:0003700|GO:0003702|GO:0016564|GO:0003712
mm	mm1058				
sc	sc121	SIN3	YOL004W		GO:0003714|GO:0003713
hs	hs1301				

#Cluster id: 3773
#Entropy: 0.0
#Isologs:
ce	ce17350	Q9XXT0_CAEEL	F19B2.5		
mm	mm1843	Hltf	ENSMUSG00000002428		GO:0016787|GO:0016818|GO:0005515|GO:0000166|GO:0003702|GO:0016887|GO:0004386|GO:0003824|GO:0008270|GO:0003676|GO:0003677|GO:0046872|GO:0016874|GO:0005524|GO:0016563
sc	sc306	RAD5	YLR032W	K01529	GO:0019787|GO:0016787|GO:0016818|GO:0009378|GO:0046872|GO:0016874|GO:0008094|GO:0000400|GO:0000166|GO:0016881|GO:0016879|GO:0008270|GO:0003676|GO:0003677|GO:0000403|GO:0004386|GO:0004842|GO:0005524
sc	sc96	RIS1	YOR191W		
hs	hs2135	HLTF	ENSG00000071794		GO:0016787|GO:0016818|GO:0046872|GO:0005515|GO:0003702|GO:0004386|GO:0016563|GO:0016887|GO:0003677|GO:0000166|GO:0016874|GO:0005524|GO:0008270

#Cluster id: 4008
#Entropy: 0.0
#Isologs:
ce	ce7738	DOM3Z_CAEEL	F54C1.2		
ce	ce13623	Q8MXK3_CAEEL	Y108F1.4		
dm	dm7541	CG9125	FBgn0030793		
dm	dm7362	CG13190	FBgn0033662		
mm	mm10039	Dom3z	ENSMUSG00000040482		
sc	sc3112	RAI1	YGL246C		GO:0030234
hs	hs10609		ENSG00000168493		

#Cluster id: 4070
#Entropy: 0.0
#Isologs:
ce	ce208	Q18983_CAEEL	D2045.2		GO:0005488
ce	ce7261	O45608_CAEEL	H04D03.3		
dm	dm325	CG8858	FBgn0033698		GO:0005515
mm	mm341	AI314180	ENSMUSG00000050812		GO:0005488
sc	sc50	ECM29	YHL030W		GO:0005488|GO:0005515
hs	hs847	KIAA0368	ENSG00000136813		

#Cluster id: 4102
#Entropy: 0.0
#Isologs:
mm	mm10063	Ercc8	ENSMUSG00000021694	K10570	
sc	sc2210	RAD28	YDR030C		
hs	hs10596	ERCC8	ENSG00000049167|NP_000073.1		GO:0032403|GO:0003678|GO:0004842|GO:0005515|GO:0008094

#Cluster id: 4144
#Entropy: 0.0
#Isologs:
ce	ce3290	Q9XWK4_CAEEL	Y54E5A.7		
dm	dm1714	CG42236	FBgn0250861		
dm	dm8144	CG10516	FBgn0036549		
mm	mm4792	Ranbp10	ENSMUSG00000037415		GO:0048487|GO:0008536|GO:0005087
sc	sc557	VID30	YGL227W		
sc	sc1934	YMR171C	YMR171C		
hs	hs5557	RANBP10	ENSG00000141084		GO:0048487|GO:0008536|GO:0005087

#Cluster id: 4514
#Entropy: 0.0
#Isologs:
mm	mm19802	Dysfip1	ENSMUSG00000025129		
sc	sc396	SPT23	YKL020C	K06867	GO:0016563|GO:0003677
hs	hs18993	DYSFIP1	ENSG00000182676|ENSG00000187853		

#Cluster id: 4590
#Entropy: 0.0
#Isologs:
ce	ce185	pbrm-1	C26C6.1		GO:0008270|GO:0003677
dm	dm466	polybromo	FBgn0039227		GO:0008270|GO:0003677
mm	mm2261	Pbrm1	ENSMUSG00000042323		GO:0003682|GO:0005515|GO:0003677
mm	mm9225				
sc	sc598	RSC1	YGR056W		GO:0008094|GO:0003677
sc	sc675	RSC2	YLR357W		GO:0008094|GO:0003677
