Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
mm	mm1631	Smarca5	ENSMUSG00000031715	K01529	GO:0016787|GO:0016818|GO:0003676|GO:0030528|GO:0000166|GO:0031491|GO:0016563|GO:0005515|GO:0003677|GO:0004386|GO:0005524
mm	mm3676				
sc	sc350	ISW2	YOR304W		GO:0016787|GO:0015616|GO:0016818|GO:0004386|GO:0031491|GO:0003676|GO:0003677|GO:0000166|GO:0003697|GO:0005524
hs	hs1932	SMARCA5	ENSG00000153147	K01529	GO:0016787|GO:0016818|GO:0042393|GO:0016887|GO:0003702|GO:0004386|GO:0031491|GO:0016563|GO:0005515|GO:0003677|GO:0000166|GO:0005524

#Cluster id: 624
#Entropy: 0.0
#Isologs:
ce	ce18135	SPT4H_CAEEL	F54C4.2		GO:0008159|GO:0008270
dm	dm13143	spt4	FBgn0028683		GO:0003682|GO:0008270|GO:0008159
mm	mm21616	Supt4h1	ENSMUSG00000020485		
sc	sc6133	SPT4	YGR063C		GO:0016944|GO:0003701|GO:0046872|GO:0008159|GO:0008270
hs	hs20562		ENSG00000108372|NP_003159.1		

#Cluster id: 726
#Entropy: 0.0
#Isologs:
ce	ce6019	mys-1	VC5.4		GO:0003682|GO:0016747
dm	dm4673	Tip60	FBgn0026080	K00653	GO:0003682|GO:0004402
mm	mm7024	Kat5	ENSMUSG00000024926	K00653	GO:0003682|GO:0004402|GO:0008134|GO:0008415|GO:0016740|GO:0016747|GO:0005515|GO:0032403|GO:0046872|GO:0003713
sc	sc2662	ESA1	YOR244W	K00653	GO:0016740|GO:0003682|GO:0004402|GO:0016747|GO:0010485
sc	sc817	SAS3	YBL052C		GO:0008415|GO:0016740|GO:0046872|GO:0004402|GO:0016747
hs	hs8919		NP_874368.1		

#Cluster id: 816
#Entropy: 0.0
#Isologs:
ce	ce18493	TIM13_CAEEL	DY3.1		
dm	dm13654	Tim13	FBgn0036204	K10836	GO:0015450
mm	mm22795	Timm13	ENSMUSG00000020219		GO:0046872
sc	sc6075	TIM13	YGR181W		GO:0008565|GO:0046872
hs	hs21226	TIMM13	ENSG00000099800		GO:0046872|GO:0008270|GO:0005515

#Cluster id: 817
#Entropy: 0.721928
#Isologs:
ce	ce6674	rfl-1	F11H8.1	K10686	GO:0003824|GO:0008641|GO:0005524|GO:0005488
dm	dm6103	CG13343	FBgn0033882	K10686	GO:0008641|GO:0005524|GO:0019788
dm	dm3019	Uba2	FBgn0029113	K10685	GO:0004839|GO:0019948|GO:0008641|GO:0005524|GO:0005515
mm	mm8335	Uba3	ENSMUSG00000030061		GO:0019781|GO:0016874|GO:0008641|GO:0000166|GO:0016881|GO:0003824|GO:0016564|GO:0005488|GO:0046982|GO:0016922|GO:0005524
sc	sc3905	UBA3	YPR066W	K10686	GO:0019781|GO:0008641|GO:0000166|GO:0003824|GO:0005488|GO:0016874|GO:0005524
sc	sc2649	YKL027W	YKL027W		GO:0003824|GO:0005488
hs	hs8848	UBA3	ENSG00000144744|NP_003959.2	K10686	GO:0019781|GO:0016874|GO:0000166|GO:0016881|GO:0016564|GO:0005515|GO:0046982|GO:0016922|GO:0005524

#Cluster id: 1029
#Entropy: 0.721928
#Isologs:
ce	ce17	dhc-1	T21E12.4	K10413	GO:0008574|GO:0008017|GO:0017111|GO:0000166|GO:0005524|GO:0016887|GO:0003777
dm	dm27	Dhc64C	FBgn0010349	K10413	
dm	dm125	kl-3	FBgn0001314	K01509	GO:0008017|GO:0042623|GO:0003774|GO:0003777|GO:0005524
mm	mm13	Dync1h1	ENSMUSG00000018707		GO:0005515|GO:0017111|GO:0000166|GO:0003777|GO:0016887|GO:0003774|GO:0005524
sc	sc2	DYN1	YKR054C	K10413	GO:0017111|GO:0000166|GO:0003777|GO:0016887|GO:0003774|GO:0005524
hs	hs26	DYNC1H1	ENSG00000197102	K10413	GO:0005524|GO:0000166|GO:0003777|GO:0005515|GO:0042623

#Cluster id: 1188
#Entropy: 0.0
#Isologs:
dm	dm7887	Sirt2	FBgn0038788		GO:0017136|GO:0008270|GO:0070403
mm	mm15716	Sirt3	ENSMUSG00000025486		GO:0016787|GO:0051287|GO:0016811|GO:0008270|GO:0070403|GO:0046872
sc	sc3377	HST2	YPL015C		GO:0016787|GO:0051287|GO:0016811|GO:0017136|GO:0008270|GO:0070403|GO:0046872
sc	sc2645	HST3	YOR025W		GO:0016787|GO:0004407|GO:0016811|GO:0008270|GO:0070403|GO:0003677|GO:0046872
hs	hs10518	SIRT3	ENSG00000142082|NP_036371.1		GO:0016787|GO:0070403|GO:0016811|GO:0008270|GO:0005515|GO:0003950|GO:0046872

#Cluster id: 1194
#Entropy: 0.0
#Isologs:
mm	mm14681	Snrpa	ENSMUSG00000061479	K11091	GO:0003723|GO:0003676|GO:0000166
sc	sc3914	MUD1	YBR119W		GO:0003729|GO:0030619|GO:0003723|GO:0003676|GO:0000166
hs	hs14560	SNRPA	ENSG00000077312	K11091	GO:0003723|GO:0005515|GO:0000166

#Cluster id: 1219
#Entropy: 0.0
#Isologs:
ce	ce13492	rsp-3	Y111B2A.18		GO:0003676|GO:0000166
dm	dm9951	SF2	FBgn0040284		GO:0003729|GO:0005515|GO:0003676|GO:0000166
mm	mm16010	Sfrs1	ENSMUSG00000018379		GO:0050733|GO:0003723|GO:0003676|GO:0000166
sc	sc2810	GBP2	YCL011C		GO:0042162|GO:0003677|GO:0003723|GO:0003676|GO:0000166
hs	hs15651	SFRS1	ENSG00000136450		GO:0003723|GO:0005515|GO:0000166

#Cluster id: 1266
#Entropy: 0.0
#Isologs:
dm	dm9308	Cp36	FBgn0000359		GO:0005213
sc	sc4122	YKL023W	YKL023W		
hs	hs17860		CAB66803.1		

#Cluster id: 1299
#Entropy: 0.0
#Isologs:
mm	mm3630	Ezh2	ENSMUSG00000029687		GO:0018024|GO:0042054|GO:0016740|GO:0005515|GO:0003677|GO:0008168|GO:0003682
sc	sc1084	SET2	YJL168C	K05302	GO:0008168|GO:0016740|GO:0042054|GO:0046975|GO:0018024
hs	hs4469		NP_694543.1		

#Cluster id: 1386
#Entropy: 0.0
#Isologs:
ce	ce8324	Q8IAA3_CAEEL	Y71H2AM.20		GO:0019211
dm	dm7057	Ptpa	FBgn0016698		GO:0008160
dm	dm6559	CG2104	FBgn0037365		GO:0008160
dm	dm6420	CG8509	FBgn0030696		GO:0008160
mm	mm12597	Ppp2r4	ENSMUSG00000039515		GO:0019211|GO:0000166|GO:0016853|GO:0003755|GO:0005524
sc	sc3075	RRD1	YIL153W		GO:0019211|GO:0008601|GO:0016853|GO:0003755
sc	sc3364	RRD2	YPL152W	K01802	GO:0019211|GO:0008601|GO:0016853|GO:0003755
hs	hs11737	PPP2R4	ENSG00000119383		GO:0051721|GO:0003755|GO:0016853|GO:0000166|GO:0008160|GO:0016887|GO:0008601|GO:0005102|GO:0046982|GO:0005524|GO:0042803

#Cluster id: 1467
#Entropy: 0.918296
#Isologs:
ce	ce10300	unc-130	C47G2.2		GO:0003700|GO:0043565|GO:0016566
dm	dm6009	fd59A	FBgn0004896	K09411	GO:0003700|GO:0043565
mm	mm7534	Foxd2	ENSMUSG00000055210	K09397	GO:0003700|GO:0043565|GO:0003677
mm	mm8482				
sc	sc2368	FKH1	YIL131C		GO:0003700|GO:0043565|GO:0019237|GO:0003704|GO:0003677
hs	hs8017	FOXD2	ENSG00000186564	K09397	GO:0003700|GO:0043565

#Cluster id: 1470
#Entropy: 0.0
#Isologs:
ce	ce2208	klp-7	K11D9.1	K10393	GO:0005524|GO:0003777
ce	ce16077				
mm	mm3907	Kif2c	ENSMUSG00000028678		GO:0000166|GO:0003774|GO:0003777|GO:0005524
mm	mm19743				
sc	sc1169	KIP2	YPL155C		GO:0000166|GO:0003777|GO:0005524|GO:0003774
hs	hs4262	KIF2C	ENSG00000142945	K10393	GO:0051010|GO:0000166|GO:0003777|GO:0005515|GO:0019237|GO:0005524

#Cluster id: 1500
#Entropy: 0.0
#Isologs:
ce	ce17606	Q22798_CAEEL	T26A5.8	K02326	GO:0043565|GO:0003677
mm	mm20257	Pole3	ENSMUSG00000028394	K02326	GO:0043565|GO:0016779|GO:0003887|GO:0016740|GO:0005515|GO:0003677
sc	sc4892	DPB4	YDR121W	K02326	GO:0003887|GO:0016740|GO:0003690|GO:0016779|GO:0003677
hs	hs19264	POLE3	ENSG00000148229	K02326	GO:0003887|GO:0043565|GO:0016740|GO:0016779|GO:0005515

#Cluster id: 1816
#Entropy: 0.0
#Isologs:
ce	ce13261	chn-1	T09B4.10	K09561	GO:0030544|GO:0051087|GO:0031625|GO:0004842|GO:0005488
dm	dm9220	CHIP	FBgn0027052	K09561	GO:0004842|GO:0005488
mm	mm14061	Stub1	ENSMUSG00000039615	K09561	GO:0030674|GO:0030544|GO:0051879|GO:0030911|GO:0034450|GO:0004842|GO:0005488|GO:0005515|GO:0031072|GO:0016874|GO:0042803
sc	sc5924	TAH1	YCR060W		GO:0051087|GO:0005488
hs	hs13881	STUB1	AAD33400.1|ENSG00000103266|NP_005852.1		GO:0030674|GO:0030544|GO:0051879|GO:0030911|GO:0034450|GO:0019899|GO:0046332|GO:0019900|GO:0016874|GO:0051787|GO:0005515|GO:0004842|GO:0042803

#Cluster id: 1881
#Entropy: 0.0
#Isologs:
ce	ce6113	YQS1_CAEEL	F21H12.1		
ce	ce3546	O17939_CAEEL	K08F9.2		
dm	dm5504				
dm	dm10962	CG6434	FBgn0036972		
mm	mm6487	Rbbp5	ENSMUSG00000026439		GO:0005515
sc	sc2818	SWD1	YAR003W		GO:0042800
hs	hs6992	RBBP5	ENSG00000117222		GO:0010843|GO:0042800|GO:0005515

#Cluster id: 2111
#Entropy: 0.0
#Isologs:
ce	ce238				
ce	ce90	ssl-1	Y111B2A.22		GO:0004386|GO:0003676|GO:0005524|GO:0003677
dm	dm78	dom	FBgn0020306	K01509	GO:0008094|GO:0004386|GO:0005515|GO:0003677|GO:0016251|GO:0005524
mm	mm1492	Ino80	ENSMUSG00000034154		GO:0016787|GO:0004386|GO:0003676|GO:0003677|GO:0000166|GO:0005524
sc	sc128	SWR1	YDR334W		GO:0016787|GO:0016887|GO:0042623|GO:0008094|GO:0000166|GO:0003676|GO:0003677|GO:0004386|GO:0005198|GO:0005524
hs	hs107		NP_006653.1		

#Cluster id: 2133
#Entropy: 0.0
#Isologs:
ce	ce2026	Q9NEW7_CAEEL	Y111B2A.17		GO:0003735
dm	dm2448	StIP	FBgn0033540		GO:0061133
mm	mm2863	Elp2	ENSMUSG00000024271		GO:0019901|GO:0005515
sc	sc924	ELP2	YGR200C		
hs	hs3272	ELP2	ENSG00000134759		GO:0016944|GO:0003677

#Cluster id: 2165
#Entropy: 0.970951
#Isologs:
dm	dm2309	Sir2	FBgn0024291	K11121	GO:0004407|GO:0017136|GO:0008270|GO:0070403
mm	mm3719	Sirt1	ENSMUSG00000020063	K01463	GO:0016787|GO:0016811|GO:0017136|GO:0016564|GO:0008270|GO:0070403|GO:0046872
sc	sc2231	HST1	YOL068C	K11121	GO:0016787|GO:0045129|GO:0051287|GO:0016811|GO:0017136|GO:0008270|GO:0070403|GO:0046872
sc	sc1849	SIR2	YDL042C	K11121	GO:0031491|GO:0032041|GO:0016787|GO:0051287|GO:0016811|GO:0017136|GO:0046970|GO:0008270|GO:0070403|GO:0046872|GO:0046969
hs	hs4003	SIRT1	ENSG00000096717	K01463	GO:0019213|GO:0042393|GO:0070403|GO:0003714|GO:0017136|GO:0008022|GO:0019899|GO:0034979|GO:0016564|GO:0016811|GO:0019904|GO:0005515|GO:0003950|GO:0046872|GO:0002039|GO:0042802|GO:0008270

#Cluster id: 2287
#Entropy: 0.0
#Isologs:
ce	ce7144	PCID2_CAEEL	C27F2.10		
dm	dm7127	CG7351	FBgn0036184	K01047	GO:0047499
mm	mm10000	Pcid2	ENSMUSG00000038542		
sc	sc2843	CSN12	YJR084W		
sc	sc2582	THP1	YOL072W		GO:0003690|GO:0003723
hs	hs9110	PCID2	ENSG00000126226		GO:0005515

#Cluster id: 2347
#Entropy: 0.0
#Isologs:
ce	ce1466	KDM4_CAEEL	Y48B6A.11	K06709	
dm	dm6082	CG33182	FBgn0053182	K06709	GO:0051864|GO:0032454|GO:0016564
mm	mm1505	Kdm4b	ENSMUSG00000024201		GO:0005515|GO:0016702|GO:0008270|GO:0003676|GO:0046872|GO:0016491
mm	mm16221	Kdm4d	ENSMUSG00000053914		GO:0046872|GO:0016702|GO:0016491
sc	sc905	RPH1	YER169W		GO:0043565|GO:0016566|GO:0051864|GO:0032453|GO:0032454|GO:0008270|GO:0003677|GO:0046872
hs	hs7313	KDM4D	ENSG00000186280		GO:0046872|GO:0016702|GO:0016491

#Cluster id: 2447
#Entropy: 0.0
#Isologs:
ce	ce1245	hdac-6	F41H10.6		GO:0033558|GO:0008270
dm	dm1180	HDAC6	FBgn0026428	K01463	GO:0004407|GO:0008270
mm	mm1285	Hdac6	ENSMUSG00000031161		GO:0016787|GO:0005515|GO:0004407|GO:0003779|GO:0048487|GO:0043130|GO:0008270|GO:0042903|GO:0046872
sc	sc1168	HDA1	YNL021W		GO:0016787|GO:0003682|GO:0004407
hs	hs1354	HDAC6	ENSG00000094631		GO:0048156|GO:0003779|GO:0019899|GO:0005515|GO:0016787|GO:0042826|GO:0008017|GO:0031593|GO:0008013|GO:0016566|GO:0008270|GO:0042903|GO:0004407|GO:0043014|GO:0046872|GO:0051879|GO:0070840

#Cluster id: 2682
#Entropy: 0.0
#Isologs:
ce	ce13066	Q18776_CAEEL	C52B11.2		GO:0005249|GO:0005515
dm	dm10958	CG32810	FBgn0025394		GO:0005216|GO:0005249|GO:0005515
dm	dm7228				
mm	mm14255	Kctd17	ENSMUSG00000033287		
sc	sc547	UFD2	YDL190C	K10597	GO:0034450|GO:0004842
hs	hs13359	KCTD17	ENSG00000100379		GO:0005249|GO:0042802

#Cluster id: 2771
#Entropy: 0.0
#Isologs:
ce	ce2684	sel-1	F45D3.5	K07126	GO:0005488
dm	dm2322	CG10221	FBgn0028475	K07126	GO:0005488
mm	mm3220	Sel1l	ENSMUSG00000020964	K07126	GO:0005488
sc	sc811	HRD3	YLR207W	K07126	GO:0004842|GO:0005488
sc	sc1514	ACK1	YDL203C	K07126	GO:0005488
hs	hs3541	SEL1L	ENSG00000071537	K07126	GO:0005515

#Cluster id: 2802
#Entropy: 0.0
#Isologs:
ce	ce933	polg-1	Y57A10A.15	K02332	GO:0003887|GO:0003677
dm	dm1170	tam	FBgn0004406	K02332	GO:0003887|GO:0008296|GO:0003677
mm	mm1041	Polg	ENSMUSG00000039176		GO:0016779|GO:0004527|GO:0003887|GO:0016740|GO:0005515|GO:0003677
sc	sc228	MIP1	YOR330C	K02332	GO:0016779|GO:0008408|GO:0003887|GO:0016740|GO:0003676|GO:0003677
hs	hs1270	POLG	ENSG00000140521	K02332	GO:0016779|GO:0005515|GO:0003887|GO:0016740|GO:0002020|GO:0003677

#Cluster id: 2966
#Entropy: 0.0
#Isologs:
mm	mm12236	Shox2	ENSMUSG00000027833	K09331	GO:0003700|GO:0043565|GO:0030528|GO:0003677
sc	sc3407	YHP1	YDR451C		GO:0003700|GO:0043565|GO:0016566|GO:0030528|GO:0003677
hs	hs17773	SHOX2	ENSG00000168779	K09331	GO:0003700|GO:0043565

#Cluster id: 3162
#Entropy: 0.0
#Isologs:
ce	ce12725	prx-19	F54F2.8		
dm	dm9168	CG5325	FBgn0032407		
dm	dm10627	HLHm3	FBgn0002609	K09090	GO:0003700|GO:0043565|GO:0003677|GO:0030528|GO:0016566
mm	mm14219				
mm	mm14257	Pex19	ENSMUSG00000003464		GO:0005515
sc	sc649	VID22	YLR373C		GO:0046872|GO:0003677
sc	sc1473	YCR061W	YCR061W		
sc	sc971	YDR119W	YDR119W		
hs	hs13992	PEX19	ENSG00000162735		GO:0047485|GO:0005515

#Cluster id: 3175
#Entropy: 0.0
#Isologs:
ce	ce13408	cids-1	C02F5.4		
ce	ce3048	cids-2	F36A2.1		
ce	ce1759	PCF11_CAEEL	R144.2		
dm	dm7544	CG9018	FBgn0035318		
mm	mm12449	Rprd1b	ENSMUSG00000027651		
sc	sc2936	RTT103	YDR289C		GO:0003677
hs	hs12854	RPRD1B	ENSG00000101413		

#Cluster id: 3294
#Entropy: 1.52193
#Isologs:
dm	dm5652	stg	FBgn0003525	K01104	GO:0004726|GO:0004725|GO:0008138
dm	dm6521	twe	FBgn0002673	K01104	GO:0004725|GO:0008138
mm	mm8285	Cdc25c	ENSMUSG00000044201	K05867	GO:0016787|GO:0004725|GO:0004721|GO:0005515
sc	sc1909	MIH1	YMR036C	K02555	GO:0016787|GO:0004725|GO:0004721
hs	hs8561	CDC25C	ENSG00000158402	K05867	GO:0016787|GO:0004725|GO:0004721|GO:0005515|GO:0050699

#Cluster id: 3320
#Entropy: 0.0
#Isologs:
ce	ce19238	Q9XWU7_CAEEL	Y37D8A.8		
mm	mm20439				
sc	sc1538	SLX5	YDL013W		GO:0016874|GO:0004842|GO:0032183|GO:0008270
hs	hs19437	MDK	ENSG00000110492|NP_002382.1	K06828	GO:0008083|GO:0008201

#Cluster id: 3340
#Entropy: 0.0
#Isologs:
ce	ce3119	O62245_CAEEL	F45G2.3	K10746	GO:0004518|GO:0003824|GO:0003677
dm	dm2792	tos	FBgn0015553	K10746	GO:0004518|GO:0008852|GO:0003677
mm	mm2806	Exo1	ENSMUSG00000039748	K10746	GO:0016787|GO:0043566|GO:0008409|GO:0004518|GO:0004519|GO:0004527|GO:0003824|GO:0003677|GO:0046872
sc	sc2787	DIN7	YDR263C		GO:0016787|GO:0004518|GO:0004519|GO:0003824|GO:0003677|GO:0046872
sc	sc1186	EXO1	YOR033C	K10746	GO:0016787|GO:0008409|GO:0004518|GO:0004527|GO:0017108|GO:0003824|GO:0003677|GO:0046872
