Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
ce	ce2741	hmp-2	K05C4.6	K02105	GO:0045294|GO:0003713|GO:0005488|GO:0005515
dm	dm2214	arm	FBgn0000117	K02105	GO:0045294|GO:0003713|GO:0016563|GO:0005515|GO:0008092
mm	mm3300	Ctnnb1	ENSMUSG00000006932	K02105	GO:0005488|GO:0003700|GO:0045294|GO:0008134|GO:0003713|GO:0003704|GO:0035255|GO:0016563|GO:0010843|GO:0019903|GO:0045296|GO:0005515|GO:0003677|GO:0032403|GO:0003690|GO:0003682|GO:0070491
sc	sc1746	VAC8	YEL013W	K08332	GO:0005488|GO:0043495
hs	hs3673	CTNNB1	ENSG00000168036	K02105	GO:0010843|GO:0008022|GO:0004871|GO:0045294|GO:0003700|GO:0003713|GO:0008134|GO:0035257|GO:0019899|GO:0046332|GO:0019900|GO:0019903|GO:0070412|GO:0045296|GO:0005515|GO:0070411|GO:0032403|GO:0003690|GO:0003682|GO:0050681|GO:0070491

#Cluster id: 2601
#Entropy: 0.0
#Isologs:
ce	ce5299	unc-3	Y16B4A.1		GO:0003677
dm	dm4474	kn	FBgn0001319		GO:0003704|GO:0030528|GO:0003677
mm	mm5567	Ebf1	ENSMUSG00000057098	K09103	GO:0003700|GO:0046872|GO:0005515|GO:0030528|GO:0003677
hs	hs6015	EBF1	ENSG00000164330	K09103	GO:0003700|GO:0046872|GO:0005515

#Cluster id: 2749
#Entropy: 0.0
#Isologs:
ce	ce6247	Q18265_CAEEL	C27H5.3		GO:0008270|GO:0003676|GO:0000166
dm	dm7050	caz	FBgn0011571		GO:0016251|GO:0008270|GO:0003676|GO:0003729
dm	dm6175	CG14718	FBgn0037939		GO:0003729|GO:0008270|GO:0003676|GO:0000166
mm	mm6922	Fus	ENSMUSG00000030795		GO:0016563|GO:0003723|GO:0003676|GO:0003677|GO:0046872|GO:0008270
mm	mm10007				
hs	hs7238	FUS	AAC35284.1|ENSG00000089280|NP_004951.1		GO:0046872|GO:0008270|GO:0003723|GO:0005515|GO:0003677

#Cluster id: 2934
#Entropy: 0.0
#Isologs:
ce	ce1312	C47D12.8	C47D12.8	K10848	GO:0004518|GO:0005515|GO:0003677
dm	dm1709	mei-9	FBgn0002707	K10848	GO:0046982|GO:0004520|GO:0005515|GO:0003677
mm	mm2362	Ercc4	ENSMUSG00000022545	K10848	GO:0016787|GO:0005515|GO:0004518|GO:0004519|GO:0003676|GO:0003677
sc	sc374	RAD1	YPL022W	K10848	GO:0000014|GO:0016894|GO:0016787|GO:0004518|GO:0004519|GO:0003676|GO:0003677|GO:0016889|GO:0008821|GO:0003697
hs	hs2637	ERCC4	ENSG00000175595	K10848	GO:0016787|GO:0008022|GO:0047485|GO:0003684|GO:0043566|GO:0004520|GO:0005515|GO:0003697

#Cluster id: 3012
#Entropy: 0.0
#Isologs:
ce	ce147	cbp-1	R10E11.1	K04498	GO:0004402|GO:0003712|GO:0005515|GO:0008270
ce	ce15451	Q7JMS5_CAEEL	F40F12.7		GO:0004402|GO:0003712|GO:0008270
ce	ce10944	Q20218_CAEEL	K03H1.10		GO:0004402|GO:0003712|GO:0005515|GO:0008270
ce	ce17147	O17681_CAEEL	C49F5.5		GO:0004402|GO:0003712|GO:0008270
ce	ce14510	Q9TZB8_CAEEL	C29F9.5		GO:0004402|GO:0003712|GO:0005515|GO:0008270
dm	dm72	nej	FBgn0015624	K04498	
mm	mm140	Ep300	ENSMUSG00000055024	K04498	GO:0010843|GO:0035259|GO:0003823|GO:0003700|GO:0004402|GO:0008134|GO:0003713|GO:0051019|GO:0051059|GO:0046332|GO:0032403|GO:0016407|GO:0016563|GO:0005515|GO:0003677|GO:0043425|GO:0042975|GO:0004468|GO:0019901
hs	hs209	EP300	ENSG00000100393|NP_001420.1		GO:0046332|GO:0051019|GO:0003823|GO:0035259|GO:0004402|GO:0008134|GO:0003713|GO:0016407|GO:0051059|GO:0010843|GO:0043425|GO:0016740|GO:0008013|GO:0005515|GO:0003677|GO:0032403|GO:0042975|GO:0046872|GO:0008270

#Cluster id: 3116
#Entropy: 1.58496
#Isologs:
mm	mm1106				
mm	mm884	Erbb2	ENSMUSG00000062312	K05083	GO:0001948|GO:0031625|GO:0016301|GO:0016740|GO:0003677|GO:0000166|GO:0004716|GO:0004714|GO:0004872|GO:0005515|GO:0004672|GO:0046982|GO:0051879|GO:0005524|GO:0004713
sc	sc324	KIN2	YLR096W	K08286	GO:0016301|GO:0000166|GO:0004674|GO:0016740|GO:0004672|GO:0005524
hs	hs1375	EGFR	ENSG00000146648|NP_005219.1	K04361	GO:0019903|GO:0005515|GO:0030235|GO:0004888|GO:0051015|GO:0000166|GO:0004716|GO:0016740|GO:0042802|GO:0004713|GO:0004710|GO:0005006|GO:0003690|GO:0046982|GO:0005524

#Cluster id: 3230
#Entropy: 0.0
#Isologs:
ce	ce14682	end-1	F58E10.2		GO:0003700|GO:0043565|GO:0003677|GO:0008270|GO:0016563
dm	dm5564	grn	FBgn0001138		GO:0003700|GO:0016251|GO:0003702|GO:0008270|GO:0043565
mm	mm9646	Gata1	ENSMUSG00000031162	K09182	GO:0043565|GO:0003700|GO:0008270|GO:0005515|GO:0003677|GO:0046872
hs	hs10160	GATA1	ENSG00000102145	K09182	GO:0003700|GO:0043565|GO:0046872|GO:0008270|GO:0005515

#Cluster id: 3247
#Entropy: 0.0
#Isologs:
ce	ce7736	Q93559_CAEEL	F25D7.2		
mm	mm10222	Herpud1	ENSMUSG00000031770		
hs	hs10740	HERPUD1	ENSG00000051108|NP_055500.1		GO:0005515

#Cluster id: 3259
#Entropy: 0.0
#Isologs:
ce	ce14509	elt-3	K02B9.4		GO:0003700|GO:0043565|GO:0003704|GO:0008270
mm	mm8813	Gata3	ENSMUSG00000015619	K09182	GO:0043565|GO:0003700|GO:0008270|GO:0005515|GO:0003677|GO:0046872|GO:0016563
hs	hs9356	GATA3	ENSG00000107485	K09182	GO:0043565|GO:0003700|GO:0008134|GO:0008270|GO:0003677|GO:0046872

#Cluster id: 3267
#Entropy: 0.0
#Isologs:
ce	ce3722	O17167_CAEEL	B0454.6		GO:0015171
dm	dm3303	CG13248	FBgn0036984		GO:0015326|GO:0015171
mm	mm4969	Slc7a4	ENSMUSG00000022756		GO:0015171
sc	sc1623	HIP1	YGR191W		GO:0005291|GO:0015171
sc	sc1629	GAP1	YKR039W		GO:0015171|GO:0015203|GO:0015193
hs	hs5371	SLC7A4	ENSG00000099960		GO:0015174

#Cluster id: 3331
#Entropy: 0.918296
#Isologs:
ce	ce15155	Q18579_CAEEL	C42D8.4		GO:0003700|GO:0043565
ce	ce8252	ast-1	T08H4.3		GO:0003700|GO:0043565
dm	dm5500	Ets65A	FBgn0005658	K09436	GO:0003700|GO:0043565|GO:0003677
mm	mm16425	Fev	ENSMUSG00000055197	K09437	GO:0003700|GO:0043565|GO:0003690|GO:0003677
hs	hs16002	FEV	ENSG00000163497	K09437	GO:0003700|GO:0043565|GO:0003690|GO:0003714

#Cluster id: 3384
#Entropy: 0.0
#Isologs:
ce	ce2055	mes-2	R06A4.7		
dm	dm2624	E(z)	FBgn0000629		GO:0042054|GO:0046974|GO:0046976|GO:0005515|GO:0003677
hs	hs3971	EZH2	ENSG00000106462		GO:0018024|GO:0042054|GO:0016564|GO:0016740|GO:0005515|GO:0003677|GO:0008168

#Cluster id: 3421
#Entropy: 0.0
#Isologs:
ce	ce8077	rib-1	F12F6.3	K02366	GO:0019899
dm	dm2629	ttv	FBgn0020245	K02366	GO:0008375|GO:0015020|GO:0005515|GO:0050508|GO:0050509
mm	mm3632	Ext1	ENSMUSG00000061731	K02366	GO:0016758|GO:0016740|GO:0016757|GO:0050508|GO:0050509
hs	hs4015	EXT1	ENSG00000182197	K02366	GO:0016757|GO:0042328|GO:0005515|GO:0050508|GO:0050509|GO:0008375|GO:0015020|GO:0046982|GO:0042803

#Cluster id: 3513
#Entropy: 0.0
#Isologs:
ce	ce5743	pqn-44	F55A12.9		
dm	dm2071	CG30497	FBgn0050497		
mm	mm9093	Fam46c	ENSMUSG00000044468		
hs	hs10743	FAM46C	ENSG00000183508		

#Cluster id: 3537
#Entropy: 0.0
#Isologs:
ce	ce14446	Q9TZB9_CAEEL	C29F9.6		GO:0004402|GO:0003712|GO:0005515|GO:0008270
ce	ce12232	Q19744_CAEEL	F22F1.3		GO:0003712|GO:0005515
mm	mm134	Crebbp	ENSMUSG00000022521		GO:0046872|GO:0003700|GO:0004402|GO:0008134|GO:0003713|GO:0003712|GO:0046332|GO:0016740|GO:0008270|GO:0005515|GO:0003677|GO:0042975|GO:0003682|GO:0016407|GO:0016563
hs	hs202	CREBBP	ENSG00000005339		GO:0046872|GO:0005515|GO:0003700|GO:0004402|GO:0008134|GO:0003713|GO:0016740|GO:0046332|GO:0016407|GO:0008270|GO:0004871|GO:0042975|GO:0003682|GO:0002039|GO:0051577

#Cluster id: 3729
#Entropy: 0.918296
#Isologs:
ce	ce1822	rib-2	K01G5.6	K02370	GO:0016758|GO:0019899
dm	dm2895				
mm	mm3931	Ext2	ENSMUSG00000027198	K02367	GO:0016757|GO:0042328|GO:0016740|GO:0050508|GO:0050509|GO:0008375|GO:0015020|GO:0016758|GO:0042803
hs	hs4191	EXT2	ENSG00000151348	K02367	GO:0016757|GO:0042328|GO:0005515|GO:0050508|GO:0050509|GO:0008375|GO:0015020|GO:0046982|GO:0042803

#Cluster id: 4035
#Entropy: 0.0
#Isologs:
ce	ce4840	O16293_CAEEL	F32D1.9		
dm	dm3009	CG1078	FBgn0037255		GO:0005515
mm	mm5767	Fip1l1	ENSMUSG00000029227		GO:0003723
sc	sc3625	FIP1	YJR093C		GO:0003723|GO:0005515
hs	hs5945	FIP1L1	ENSG00000145216		GO:0003723

#Cluster id: 4069
#Entropy: 0.0
#Isologs:
ce	ce1350	SLAP2_CAEEL	ZK370.3	K06271	GO:0003779|GO:0005543
ce	ce8821	O62142_CAEEL	F08A8.6		GO:0005543
dm	dm1218	CG10971	FBgn0036309		GO:0003779|GO:0005543
mm	mm2336	Hip1	ENSMUSG00000039959		GO:0003779|GO:0005543|GO:0030276|GO:0005488|GO:0005515
hs	hs2009	HIP1	ENSG00000127946		GO:0003779|GO:0035091|GO:0005200|GO:0030276|GO:0005515

#Cluster id: 4071
#Entropy: 0.0
#Isologs:
ce	ce7820	Q564T0_CAEEL	ZK849.2		GO:0005515
ce	ce10400	O18301_CAEEL	ZK849.1		GO:0005515
mm	mm8295	Gopc	ENSMUSG00000019861		GO:0005083|GO:0005515
hs	hs8867	GOPC	ENSG00000047932		GO:0005083|GO:0042980|GO:0005515

#Cluster id: 4288
#Entropy: 0.0
#Isologs:
ce	ce3339	sym-2	ZK1067.6		GO:0003723|GO:0003676|GO:0000166
ce	ce4211	hrpf-1	W02D3.11		GO:0003676|GO:0000166
dm	dm1691	fus	FBgn0023441		GO:0003676|GO:0003729
mm	mm7319	Esrp1	ENSMUSG00000040728		GO:0003729|GO:0003723|GO:0003676|GO:0000166
hs	hs11770	ESRP1	ENSG00000104413		GO:0003729|GO:0000166

#Cluster id: 5433
#Entropy: 0.0
#Isologs:
ce	ce8554	Q93845_CAEEL	K04G11.3		
mm	mm2398	Eps15	ENSMUSG00000028552		GO:0004872|GO:0017124|GO:0005515|GO:0005509
hs	hs2774	EPS15	ENSG00000085832		GO:0005509|GO:0005515|GO:0017124

#Cluster id: 5609
#Entropy: 0.0
#Isologs:
ce	ce4181	T24B1.1	T24B1.1		
dm	dm5057	Golgin84	FBgn0039188		
mm	mm3811	Golga5	ENSMUSG00000021192		GO:0030674|GO:0017137|GO:0005515
hs	hs4184	GOLGA5	ENSG00000066455		GO:0030674|GO:0017137|GO:0004713|GO:0005524|GO:0042803

#Cluster id: 5668
#Entropy: 0.0
#Isologs:
ce	ce7355	Q23057_CAEEL	T28H11.5		
dm	dm1438	CG32656	FBgn0052656		GO:0008061
mm	mm2628	Eln	ENSMUSG00000029675		GO:0005201|GO:0030023|GO:0005515|GO:0050840
hs	hs3903	ELN	ENSG00000049540		GO:0005201|GO:0030023

#Cluster id: 5718
#Entropy: 0.0
#Isologs:
ce	ce6934	Q9N4T2_CAEEL	Y50D4B.6		GO:0005515|GO:0004674|GO:0004713|GO:0005524|GO:0004672
ce	ce5150	old-2	ZK938.5		GO:0004674|GO:0004713|GO:0005515|GO:0004672|GO:0005524|GO:0030297
ce	ce5460	kin-30	M01B2.1		GO:0005515|GO:0004674|GO:0004713|GO:0005524|GO:0004672
mm	mm1905	Flt3	ENSMUSG00000042817		GO:0035259|GO:0043548|GO:0016301|GO:0004714|GO:0000166|GO:0016740|GO:0004713|GO:0005515|GO:0004672|GO:0032403|GO:0005524|GO:0004872
hs	hs2201	FLT3	ENSG00000122025	K05092	GO:0005021|GO:0000166|GO:0016740|GO:0004872|GO:0005515|GO:0043548|GO:0005524

#Cluster id: 5916
#Entropy: 0.0
#Isologs:
ce	ce6567	moc-1	T06H11.4	K03750	
ce	ce16575	Q23069_CAEEL	W01A11.6		
ce	ce7807	lin-46	R186.4		
dm	dm3977	cin	FBgn0000316	K03750	
mm	mm3409	Gphn	ENSMUSG00000047454	K03750	GO:0008092|GO:0000166|GO:0003824|GO:0016740|GO:0032947|GO:0005102|GO:0046872|GO:0005524|GO:0042803
hs	hs3792	GPHN	ENSG00000171723	K03750	GO:0016779|GO:0046872|GO:0016740|GO:0005524|GO:0000166

#Cluster id: 6231
#Entropy: 0.811278
#Isologs:
ce	ce193	dcr-1	K12H4.8	K01165	GO:0016787|GO:0005515|GO:0008026|GO:0004525|GO:0004386|GO:0003723|GO:0003676|GO:0003677|GO:0005524
dm	dm183	Dcr-1	FBgn0039016	K01165	GO:0016443|GO:0003725|GO:0005515|GO:0005524|GO:0004386
dm	dm413	Dcr-2	FBgn0034246	K01509	GO:0004525|GO:0003725|GO:0008026|GO:0005524|GO:0004386
mm	mm292	Dicer1	ENSMUSG00000041415		GO:0016787|GO:0000166|GO:0008026|GO:0004518|GO:0004519|GO:0004386|GO:0004525|GO:0003725|GO:0003723|GO:0003676|GO:0046872|GO:0005524
hs	hs396	DICER1	ENSG00000100697	K01165	GO:0016787|GO:0046872|GO:0008026|GO:0004525|GO:0004519|GO:0000166|GO:0003725|GO:0005515|GO:0004386|GO:0005524

#Cluster id: 6272
#Entropy: 0.918296
#Isologs:
ce	ce761	cyld-1	F40F12.5		GO:0003735|GO:0004221
ce	ce1188				
dm	dm3572	CYLD	FBgn0032210	K01072	GO:0003700|GO:0003735|GO:0008017|GO:0004843|GO:0004221
mm	mm2056	Cyld	ENSMUSG00000036712	K08601	GO:0016787|GO:0004221|GO:0003735|GO:0005515|GO:0008233|GO:0008234
hs	hs2402	CYLD	ENSG00000083799	K08601	GO:0019901|GO:0070064|GO:0004221|GO:0008234|GO:0003735|GO:0008270|GO:0005515|GO:0008233|GO:0046872|GO:0004843

#Cluster id: 6485
#Entropy: 0.0
#Isologs:
ce	ce4237	Q18501_CAEEL	C36E8.4		
mm	mm9551	Gas7	ENSMUSG00000033066		GO:0005515|GO:0051015
sc	sc1310	HOF1	YMR032W		GO:0008092
hs	hs8491	GAS7	ENSG00000007237		GO:0003700|GO:0005515|GO:0051015

#Cluster id: 6569
#Entropy: 0.0
#Isologs:
dm	dm2795	aop	FBgn0000097	K03211	GO:0003700|GO:0043565|GO:0016564|GO:0005515
mm	mm7737	Etv6	ENSMUSG00000030199	K03211	GO:0003700|GO:0043565|GO:0005515|GO:0003677
hs	hs9115	ETV6	ENSG00000139083	K03211	GO:0003700|GO:0043565|GO:0019904|GO:0005515

#Cluster id: 6765
#Entropy: 0.0
#Isologs:
ce	ce2647	O44743_CAEEL	F57B10.1		GO:0003700|GO:0043565|GO:0046983|GO:0016491
mm	mm6858	Creb3l2	ENSMUSG00000038648	K09048	GO:0010843|GO:0043565|GO:0046983|GO:0003700|GO:0003677
hs	hs7388	CREB3L2	ENSG00000182158	K09048	GO:0003700|GO:0010843|GO:0035497|GO:0046983

#Cluster id: 6917
#Entropy: 0.0
#Isologs:
dm	dm13686				
mm	mm15733	Fstl3	ENSMUSG00000020325		GO:0048185
hs	hs15151	FSTL3	ENSG00000070404		GO:0005515|GO:0048185|GO:0001968

#Cluster id: 7233
#Entropy: 0.0
#Isologs:
dm	dm3295	Dek	FBgn0026533		GO:0003676
mm	mm10516	Dek	ENSMUSG00000021377		GO:0003676|GO:0003677
hs	hs11212	DEK	ENSG00000124795		GO:0042393|GO:0003704|GO:0003677

#Cluster id: 8359
#Entropy: 0.0
#Isologs:
ce	ce515	fcd-2	Y41E3.9	K10891	
